Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
XGBoost,0.6837,+0.1042,1.60e-04,7.22e-03,✓,✓
GradientBoosting,0.7091,+0.0788,2.47e-03,1.11e-01,✓,✗
LightGBM,0.7102,+0.0777,1.57e-02,7.07e-01,✓,✗
ExtraTrees,0.7217,+0.0662,5.39e-04,2.42e-02,✓,✓
RandomForest,0.7295,+0.0584,2.24e-02,1.00e+00,✓,✗
NaiveBayes,0.7351,+0.0528,5.69e-03,2.56e-01,✓,✗
KNN,0.7384,+0.0495,9.50e-03,4.27e-01,✓,✗
SVM_Linear,0.7829,+0.0050,8.50e-01,1.00e+00,✗,✗
LogisticRegression,0.7863,+0.0016,2.86e-01,1.00e+00,✗,✗
