Feature,Variance
Pre_Morph_Compactness1,2.4959191229249557e-05
T2_Morph_Compactness1,2.4959191229249557e-05
Post1_Morph_Compactness1,2.5008665729971155e-05
Pre_IH_RootMeanSquare_Intensity,0.00011472000212711786
T2_GLSZM_SmallZoneLowGreyLevelEmphasis,0.00013229183926223922
T2_GLCM_NormalisedInverseDifferenceMoment,0.00013664339169684167
Post1_IH_RootMeanSquare_Intensity,0.00015529979238623244
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,0.00016896511219720122
Pre_GLCM_NormalisedInverseDifferenceMoment,0.00029265053320404676
Post1_GLCM_NormalisedInverseDifferenceMoment,0.0002959593834144205
Pre_GLSZM_SmallZoneLowGreyLevelEmphasis,0.0003143567005152899
T2_IH_RootMeanSquare_Intensity,0.0003765425376513272
Pre_NGTDM_Coarseness,0.00042618762299966733
Post1_NGTDM_Coarseness,0.00046210214325963163
T2_GLCM_NormalisedInverseDifference,0.0008152554361169987
T2_NGTDM_Coarseness,0.0008709178651599115
Post1_GLCM_NormalisedInverseDifference,0.001042069909085772
Pre_GLCM_NormalisedInverseDifference,0.0011081426409805903
Pre_GLCM_AngularSecondMoment,0.0015474921534271034
Pre_GLSZM_NormalisedGreyLevelNonUniformity,0.0015492843895131363
Pre_GLSZM_LowGrayLevelZoneEmphasis,0.0022932336068365727
T2_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.0029465406711869755
Pre_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.0034754749127158344
Post1_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.0037216657489023744
Pre_GLRLM_ShortRunLowGreyLevelEmphasis,0.003744838298990342
Post1_GLSZM_NormalisedGreyLevelNonUniformity,0.003847451438734644
T2_GLRLM_ShortRunLowGreyLevelEmphasis,0.004064386060126647
Pre_GLRLM_ShortRunsEmphasis,0.004520357252006733
Post1_GLSZM_NormalisedZoneSizeNonUniformity,0.004564856437277513
Pre_GLSZM_NormalisedZoneSizeNonUniformity,0.004758039026182637
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.004917077667164937
Pre_GLCM_JointMaximum,0.00513294949455423
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.005174522810100115
Post1_GLRLM_ShortRunLowGreyLevelEmphasis,0.005224786717898873
Post1_GLSZM_LowGrayLevelZoneEmphasis,0.005378600174887999
T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.005436337060238698
Pre_IH_Uniformity_Intensity,0.005446322187369973
T2_Morph_Sphericity,0.005607850322749489
Pre_Morph_Sphericity,0.005607850322749489
Post1_Morph_Sphericity,0.005617884231310984
Post1_GLCM_AngularSecondMoment,0.005642018917149745
T2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.005899625648994804
Post1_GLRLM_ShortRunsEmphasis,0.005902493154242756
Pre_GLRLM_RunPercentage,0.007691246502711687
Pre_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.007837277100592793
Post1_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.007980965999006835
Pre_GLRLM_LowGreyLevelRunEmphasis,0.008454392825810177
Post1_GLCM_InverseVariance,0.009440352095692776
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.009604696891664214
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.009636894846086338
Pre_GLCM_InverseVariance,0.009977908121580628
Post1_GLRLM_RunPercentage,0.010097576758344466
Pre_GLSZM_SmallZoneEmphasis,0.010220481163128802
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.010406606208254178
Post1_IH_Uniformity_Intensity,0.010771359905706676
Pre_GLCM_Correlation,0.01117505002714013
T2_GLSZM_ZonePercentage,0.011423452410697478
T2_GLCM_InverseVariance,0.011741754825115304
Post1_GLSZM_SmallZoneEmphasis,0.012400434635701077
Post1_GLCM_JointMaximum,0.012800947673489637
Post1_GLCM_Correlation,0.01298798854987446
T2_Morph_Compactness2,0.013271532616666451
Pre_Morph_Compactness2,0.013271532616666451
Post1_Morph_Compactness2,0.013305094948204496
T2_GLSZM_NormalisedZoneSizeNonUniformity,0.014789789090048112
Post1_GLRLM_LowGreyLevelRunEmphasis,0.014985082462506976
T2_GLSZM_SmallZoneEmphasis,0.015090477825724029
T2_GLRLM_ShortRunsEmphasis,0.016486506253876074
Pre_GLCM_InverseDifference,0.016682601376811435
T2_GLRLM_RunPercentage,0.01744788492969264
Post1_GLCM_InverseDifference,0.01972059174744783
Post1_GLSZM_ZonePercentage,0.020895607723289956
Pre_GLSZM_ZonePercentage,0.021166659984849102
T2_GLSZM_NormalisedGreyLevelNonUniformity,0.02153781671373437
Pre_GLCM_InverseDifferenceMoment,0.021607251157752798
T2_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.02163567814615782
T2_GLSZM_LowGrayLevelZoneEmphasis,0.022353586427777298
T2_IB_IntensityBasedQuartileCoefficientOfDispersion,0.022771145803983008
T2_GLCM_InverseDifference,0.023914730146092737
Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.02424702351539075
T2_IH_IntensityHistogramCoefficientOfVariation_Intensity,0.024266484980176736
Pre_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.024387964963749224
Post1_GLCM_InverseDifferenceMoment,0.025795582524990538
T2_Morph_SphericalDisproportion,0.026586504597256776
Pre_Morph_SphericalDisproportion,0.026586504597256776
T2_Morph_Asphericity,0.026586504597256783
Pre_Morph_Asphericity,0.026586504597256783
Post1_Morph_Asphericity,0.0266144673470176
Post1_Morph_SphericalDisproportion,0.026614467347017605
