Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,KNN,0.6868990384615385,0.5707632211538463,0.11613581730769229,2.672377211298674,0.0075315932542962365,✓,✓,0.33892169644333064,✗
LogisticRegression,GradientBoosting,0.6868990384615385,0.5940504807692308,0.09284855769230771,2.3148176300867975,0.020622914677231884,✓,✗,0.9280311604754348,✗
SVM_RBF,KNN,0.6646634615384615,0.5707632211538463,0.0939002403846152,2.2375756394923045,0.025248741624541732,✓,✗,1.0,✗
SVM_Linear,KNN,0.6625600961538463,0.5707632211538463,0.091796875,2.212551451503953,0.02692858525993219,✓,✗,1.0,✗
LogisticRegression,SVM_Linear,0.6868990384615385,0.6625600961538463,0.02433894230769229,2.1262826371255152,0.03347973287948022,✓,✗,1.0,✗
LogisticRegression,RandomForest,0.6868990384615385,0.6102764423076923,0.07662259615384626,1.9214781515878914,0.05467145422808719,✗,✗,1.0,✗
KNN,ExtraTrees,0.5707632211538463,0.6478365384615385,-0.07707331730769229,-1.8408932648323406,0.06563720160262182,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.6646634615384615,0.5940504807692308,0.07061298076923062,1.786664972111114,0.07399165369604269,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.6625600961538463,0.5940504807692308,0.06850961538461542,1.6451928257750834,0.09993005254035818,✗,✗,1.0,✗
NaiveBayes,KNN,0.6436298076923077,0.5707632211538463,0.07286658653846145,1.4869936682678337,0.1370164832515742,✗,✗,1.0,✗
LogisticRegression,NaiveBayes,0.6868990384615385,0.6436298076923077,0.04326923076923084,1.4155941179596971,0.1568943744760911,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6646634615384615,0.6102764423076923,0.05438701923076916,1.3808658470559587,0.16732021272902187,✗,✗,1.0,✗
GradientBoosting,ExtraTrees,0.5940504807692308,0.6478365384615385,-0.05378605769230771,-1.3389486197672846,0.1805874001050497,✗,✗,1.0,✗
XGBoost,KNN,0.6379206730769231,0.5707632211538463,0.06715745192307687,1.3239079502328142,0.18553361752075725,✗,✗,1.0,✗
LogisticRegression,SVM_RBF,0.6868990384615385,0.6646634615384615,0.022235576923077094,1.3232784677749903,0.18574278957818424,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6868990384615385,0.6256009615384615,0.061298076923077094,1.322067369584375,0.18614571830540694,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.6625600961538463,0.6102764423076923,0.052283653846153966,1.2760049096961474,0.20195378353595628,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6436298076923077,0.5940504807692308,0.04957932692307687,1.2110477604125223,0.2258771007596515,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.6868990384615385,0.6478365384615385,0.0390625,1.1977805251505516,0.23100247077296066,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.6868990384615385,0.6379206730769231,0.04897836538461542,1.1719297277539464,0.24122527061602317,✗,✗,1.0,✗
XGBoost,GradientBoosting,0.6379206730769231,0.5940504807692308,0.04387019230769229,1.072290367999339,0.2835896316921207,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.6478365384615385,0.6102764423076923,0.037560096153846256,1.0268551780442816,0.30448866265284447,✗,✗,1.0,✗
LightGBM,KNN,0.6256009615384615,0.5707632211538463,0.0548377403846152,1.0008759816222308,0.3168867697220329,✗,✗,1.0,✗
KNN,RandomForest,0.5707632211538463,0.6102764423076923,-0.039513221153846034,-0.8771224720165921,0.380420120045287,✗,✗,1.0,✗
XGBoost,RandomForest,0.6379206730769231,0.6102764423076923,0.027644230769230838,0.8411625486457598,0.4002568781964375,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.6646634615384615,0.6256009615384615,0.0390625,0.8267515731512775,0.408377883285702,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.6625600961538463,0.6256009615384615,0.0369591346153848,0.7576804602895378,0.4486422992653909,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.6436298076923077,0.6102764423076923,0.03335336538461542,0.7351472806805698,0.46224980206773825,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.6646634615384615,0.6436298076923077,0.021033653846153744,0.7042017133381312,0.4813071641941038,✗,✗,1.0,✗
LightGBM,GradientBoosting,0.6256009615384615,0.5940504807692308,0.031550480769230616,0.6760769168456957,0.4989918114101741,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.6646634615384615,0.6379206730769231,0.026742788461538325,0.6179521930755121,0.5366068526168204,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.6646634615384615,0.6478365384615385,0.016826923076922906,0.6122852110420963,0.5403490725992947,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.6625600961538463,0.6379206730769231,0.024639423076923128,0.5598400539941009,0.5755885404071082,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.6625600961538463,0.6436298076923077,0.018930288461538547,0.5487811456543883,0.5831556508618844,✗,✗,1.0,✗
KNN,GradientBoosting,0.5707632211538463,0.5940504807692308,-0.02328725961538458,-0.46173456990948253,0.6442716771035979,✗,✗,1.0,✗
LightGBM,ExtraTrees,0.6256009615384615,0.6478365384615385,-0.022235576923077094,-0.4608428586721292,0.6449113502502473,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.6625600961538463,0.6478365384615385,0.01472355769230771,0.44301639326915687,0.6577538773154874,✗,✗,1.0,✗
GradientBoosting,RandomForest,0.5940504807692308,0.6102764423076923,-0.016225961538461453,-0.43157510405589705,0.6660502560557873,✗,✗,1.0,✗
LightGBM,RandomForest,0.6256009615384615,0.6102764423076923,0.015324519230769162,0.4069976623867656,0.6840097050855144,✗,✗,1.0,✗
LightGBM,XGBoost,0.6256009615384615,0.6379206730769231,-0.012319711538461675,-0.37939563450974473,0.7043940918362025,✗,✗,1.0,✗
LightGBM,NaiveBayes,0.6256009615384615,0.6436298076923077,-0.018028846153846256,-0.32708667311896866,0.7436023312440938,✗,✗,1.0,✗
XGBoost,ExtraTrees,0.6379206730769231,0.6478365384615385,-0.009915865384615419,-0.24655563834365424,0.805252140185338,✗,✗,1.0,✗
SVM_Linear,SVM_RBF,0.6625600961538463,0.6646634615384615,-0.0021033653846151967,-0.13694184420297,0.891076763488128,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.6436298076923077,0.6379206730769231,0.005709134615384581,0.12254727527143473,0.9024656078523355,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.6436298076923077,0.6478365384615385,-0.0042067307692308376,-0.11813975908457755,0.9059569208286532,✗,✗,1.0,✗
