Metric,Value
ROC-AUC,0.6584126984126983
PR-AUC,0.7215085486413368
Balanced Acc.,0.5850793650793651
Sensitivity,0.7301587301587301
Specificity,0.44
PPV,0.6216216216216216
NPV,0.5641025641025641
Kappa,0.17411076823128147
