Fold,Feature_Rank_in_Fold,Feature_Name
1,1,ADC_GLSZM_SmallZoneEmphasis
1,2,Pre_IB_IntensitySkewness
1,3,Pre_Morph_Compactness2
1,4,ADC_IH_IntensityHistogramMedian_Intensity
1,5,Pre_IB_IntensityBasedEnergy
1,6,Pre_IH_IntensityHistogramVariance_Intensity
1,7,Pre_IB_AreaUnderCurveCIVH
1,8,ADC_IB_MedianIntensity
2,1,ADC_IH_IntensityHistogramMedian_Intensity
2,2,Pre_Morph_Compactness2
2,3,Pre_IB_AreaUnderCurveCIVH
2,4,Pre_IB_IntensityBasedEnergy
3,1,Pre_Morph_Compactness1
3,2,Pre_IB_StandardDeviation
3,3,ADC_GLCM_ClusterTendency
3,4,ADC_IH_IntensityHistogramMedian_Intensity
3,5,Pre_IH_IntensityHistogramMode_Intensity
3,6,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
3,7,Pre_Morph_Sphericity
3,8,Pre_GLCM_ClusterProminence
3,9,ADC_IH_IntensityHistogramStd_Intensity
3,10,Pre_IB_TotalLesionGlycolysis
3,11,Pre_Morph_Compactness2
3,12,Pre_IB_IntensityBasedCoefficientOfVariation
4,1,Pre_IB_RootMeanSquareIntensity
4,2,Pre_Morph_Compactness2
4,3,ADC_IH_IntensityHistogramMedian_Intensity
4,4,Pre_IB_IntensityBasedEnergy
4,5,Pre_IB_IntensitySkewness
4,6,ADC_IH_IntensityHistogramStd_Intensity
4,7,Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity
4,8,Pre_IH_IntensityHistogramSkewness_Intensity
4,9,Pre_Morph_Sphericity
4,10,Pre_IH_IntensityHistogramVariance_Intensity
4,11,ADC_IB_StandardDeviation
4,12,Pre_IB_MaximumIntensity
4,13,Pre_IB_TotalLesionGlycolysis
4,14,ADC_IB_MedianIntensity
4,15,Pre_Morph_Compactness1
4,16,Pre_IB_AreaUnderCurveCIVH
4,17,Pre_IH_IntensityHistogram10thPercentile
4,18,Pre_IB_IntensityRange
5,1,ADC_IB_MedianIntensity
5,2,Pre_IB_IntensityBasedEnergy
5,3,Pre_IB_AreaUnderCurveCIVH
5,4,Pre_Morph_Sphericity
5,5,Pre_IB_IntensityBasedCoefficientOfVariation
5,6,Pre_IH_IntensityHistogramKurtosis_Intensity
