k,mean_score,std_score,fold_scores,metric,tuning_model
18,0.6709801464445428,0.14039436825663884,"[0.48464912280701755, 0.7047619047619048, 0.8235294117647058]",auc,LogisticRegression
16,0.6646309400953364,0.1391482259028782,"[0.48464912280701755, 0.6857142857142857, 0.8235294117647058]",auc,LogisticRegression
14,0.6596036660278146,0.13142294975059673,"[0.4890350877192982, 0.680952380952381, 0.8088235294117647]",auc,LogisticRegression
12,0.6136972332792766,0.14034957888428867,"[0.48464912280701755, 0.5476190476190477, 0.8088235294117647]",auc,LogisticRegression
10,0.6037679984274411,0.12612758852096834,"[0.48903508771929827, 0.5428571428571428, 0.7794117647058824]",auc,LogisticRegression
4,0.5901174504889676,0.15584659022313563,"[0.5043859649122807, 0.4571428571428572, 0.8088235294117647]",auc,LogisticRegression
6,0.5776844070961719,0.17771946057597748,"[0.5000000000000001, 0.4095238095238095, 0.8235294117647058]",auc,LogisticRegression
8,0.573093272396678,0.13700815986828704,"[0.5021929824561403, 0.4523809523809524, 0.7647058823529411]",auc,LogisticRegression
