Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.10513379779296221,2
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.07778472253911765,2
T2_GLSZM_NormalisedZoneSizeNonUniformity,T2_GLSZM_NormalisedZoneSizeNonUniformity,0.052026597625183614,3
T2_IB_IntensityBasedEnergy,T2_IB_IntensityBasedEnergy,0.050531667749501095,2
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.038647977041937814,2
T2_IB_50thIntensityPercentile,T2_IB_50thIntensityPercentile,0.03809311573387335,2
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.013678071840004443,3
T2_Morph_Compactness1,T2_Morph_Compactness1,0.013549842514058904,2
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.013090075037212337,2
Pre_IB_IntensitySkewness,Pre_IB_IntensitySkewness,0.010325984771196615,2
T2_IB_IntensityBasedQuartileCoefficientOfDispersion,T2_IB_IntensityBasedQuartileCoefficientOfDispersion,0.002990766868565485,2
T2_IB_IntensityBasedCoefficientOfVariation,T2_IB_IntensityBasedCoefficientOfVariation,0.0004232279509021371,2
