Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.7103365384615384,0.7111718357468133,0.6157388533243485,0.8018536124827439,0.7465253472768124,0.7568998509172247,0.6365468916726954,0.8648529097815532,0.6551724137931034,0.6514423076923077,0.6875,0.6153846153846154,0.6875,0.6153846153846154,0.6875,0.3028846153846154,0.22466126917116594,32,20,20,44,8.0,6.928203230275509
SVM_RBF,0.6844951923076923,0.6843723466684077,0.5847081801470588,0.7836381120844563,0.735328043453818,0.7379799814576682,0.6163909716149504,0.8390090429050474,0.6206896551724138,0.6003605769230769,0.796875,0.40384615384615385,0.6219512195121951,0.6176470588235294,0.6986301369863014,0.20745341614906843,0.2221180824759848,21,31,13,51,8.0,6.928203230275509
SVM_Linear,0.6748798076923077,0.675357499942221,0.5755731822103695,0.7682319226105582,0.7089398540865388,0.7198672262788892,0.5928458870648725,0.8314440717845233,0.6206896551724138,0.609375,0.71875,0.5,0.6388888888888888,0.5909090909090909,0.6764705882352942,0.2219512195121951,0.22409632706976365,26,26,18,46,8.0,6.928203230275509
KNN,0.6678185096153847,0.6682235048239918,0.5669113005050505,0.7614583502066918,0.7236412551703136,0.7279679088352964,0.6047213332072869,0.833426984982306,0.6293103448275862,0.6280048076923077,0.640625,0.6153846153846154,0.6721311475409836,0.5818181818181818,0.656,0.25463239689181116,0.2339565060840316,32,20,23,41,8.0,6.928203230275509
ExtraTrees,0.6675180288461539,0.6684773442359262,0.5678278021114106,0.7655117075933654,0.70008658826199,0.7078119685761032,0.5775927488684885,0.8236448607986271,0.6379310344827587,0.6430288461538461,0.59375,0.6923076923076923,0.7037037037037037,0.5806451612903226,0.6440677966101694,0.28099173553719003,0.23247533463396552,36,16,26,38,8.0,6.928203230275509
NaiveBayes,0.6595552884615383,0.6602798019517467,0.5556498037997536,0.7572823919340463,0.7062002892753909,0.7173218821896572,0.592984271971564,0.831743661900545,0.6293103448275862,0.6171875,0.734375,0.5,0.6438356164383562,0.6046511627906976,0.6861313868613139,0.23824068417837507,0.28393396571229756,26,26,17,47,8.0,6.928203230275509
RandomForest,0.6573016826923076,0.6578373359465741,0.5622878299068839,0.7510735479523518,0.7254920169504151,0.7292400115863117,0.6110569238819923,0.8294902773815723,0.6379310344827587,0.6412259615384616,0.609375,0.6730769230769231,0.6964285714285714,0.5833333333333334,0.65,0.27843601895734604,0.23532497460444932,35,17,25,39,8.0,6.928203230275509
GradientBoosting,0.6559495192307692,0.6559075413599781,0.5563819513819515,0.7481975446428571,0.7058011358473266,0.7099614204430984,0.589819182775516,0.8161794640780289,0.6206896551724138,0.6147836538461539,0.671875,0.5576923076923077,0.6515151515151515,0.58,0.6615384615384615,0.23039806996381174,0.2293693439182126,29,23,21,43,8.0,6.928203230275509
LightGBM,0.6412259615384616,0.640336884953709,0.5348648474934248,0.7403280147595489,0.6642485013768711,0.6725318346992185,0.550372599886603,0.7902525371056832,0.6206896551724138,0.6201923076923077,0.625,0.6153846153846154,0.6666666666666666,0.5714285714285714,0.6451612903225806,0.23866348448687358,0.2502259384851889,32,20,24,40,8.0,6.928203230275509
XGBoost,0.6168870192307693,0.6169348967563949,0.5159009812667262,0.7135368485969781,0.676735052631039,0.6841508408962821,0.5563969014355923,0.7959725024422957,0.6206896551724138,0.6183894230769231,0.640625,0.5961538461538461,0.6612903225806451,0.5740740740740741,0.6507936507936508,0.23592814371257487,0.2993458932371426,31,21,23,41,8.0,6.928203230275509
