Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
LogisticRegression vs ExtraTrees,LogisticRegression,ExtraTrees,0.7158660130718955,0.6849291938997821,0.030936819172113328,3.0,0.3125,0.46875
LogisticRegression vs GradientBoosting,LogisticRegression,GradientBoosting,0.7158660130718955,0.6661367880485527,0.04972922502334272,0.0,0.0625,0.46875
LogisticRegression vs KNN,LogisticRegression,KNN,0.7158660130718955,0.6717425303454716,0.04412348272642393,5.0,0.625,0.703125
LogisticRegression vs LightGBM,LogisticRegression,LightGBM,0.7158660130718955,0.6599828820417055,0.055883131030189916,3.0,0.3125,0.46875
LogisticRegression vs NaiveBayes,LogisticRegression,NaiveBayes,0.7158660130718955,0.6935037348272644,0.022362278244631172,1.0,0.25,0.46875
LogisticRegression vs RandomForest,LogisticRegression,RandomForest,0.7158660130718955,0.6861889200124495,0.029677093059446012,3.0,0.3125,0.46875
LogisticRegression vs SVM_Linear,LogisticRegression,SVM_Linear,0.7158660130718955,0.7150778089013383,0.0007882041705571163,6.0,0.8125,0.8125
LogisticRegression vs SVM_RBF,LogisticRegression,SVM_RBF,0.7158660130718955,0.6692016806722688,0.04666433239962657,1.0,0.125,0.46875
LogisticRegression vs XGBoost,LogisticRegression,XGBoost,0.7158660130718955,0.6513103018985371,0.06455571117335826,4.0,0.4375,0.5625
