fold,C,gamma
1,1.8403439376954165,0.0006640812848625791
2,0.0010444205893399786,0.0002315833661913895
3,0.4819437348329684,0.0300302028157839
4,0.4819437348329684,0.0300302028157839
5,3.675257878593655,0.0004242348737644764
