Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.10335661966203356,2
Post2_Morph_Compacity,Post2_Morph_Compacity,0.06985084538514484,3
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.06267827061752276,2
Post2_IB_MaximumIntensity,Post2_IB_MaximumIntensity,0.05841261762485912,2
Pre_GLSZM_SmallZoneHighGreyLevelEmphasis,Pre_GLSZM_SmallZoneHighGreyLevelEmphasis,0.050483778940969705,2
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.045868019474001945,2
Post2_IH_MinimumHistogramGradientGreyLevel_Intensity,Post2_IH_MinimumHistogramGradientGreyLevel_Intensity,0.02554657619948981,4
Pre_GLSZM_GreyLevelVariance,Pre_GLSZM_GreyLevelVariance,0.02298629970576054,2
ADC_Morph_SurfaceToVolumeRatio_cm,ADC_Morph_SurfaceToVolumeRatio_cm,0.018036504267470218,2
ADC_GLCM_ClusterTendency,ADC_GLCM_ClusterTendency,0.017471614187341993,2
Post2_IB_50thIntensityPercentile,Post2_IB_50thIntensityPercentile,0.015873679091428998,2
ADC_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,ADC_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,0.014782832459760357,2
Post2_GLCM_Correlation,Post2_GLCM_Correlation,0.012544811883353399,2
Post2_IH_IntensityHistogram50thPercentile,Post2_IH_IntensityHistogram50thPercentile,0.011780358300367258,2
Pre_IB_IntensitySkewness,Pre_IB_IntensitySkewness,0.0035972594679288634,2
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.0035647889142476205,2
