Triple_Tag,Dataset_A,Dataset_B,Dataset_C,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
ADC_Post1_Post2,ADC,Post1,Post2,LogisticRegression,0.7971031746031746,0.0754809054992462,0.7904761904761903,0.8365358301840746,0.1218226059865871,0.8405974757837662,0.7325210084033613,0.1347571973301072,0.7168141592920354,0.7261904761904763,0.1419157696096356,0.7192063492063492,0.79,0.1356465996625053,0.7719298245614035,0.7304761904761904,0.1558642870862792,0.6984126984126984,0.7481845402737898,0.1329298329297068,0.7333333333333333,0.7219047619047619,0.2249837484682614,0.74,7.6,7.6,5.425863986500215,4,4.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,22,3,1.7272727272727273
ADC_Post1_Post2,ADC,Post1,Post2,SVM_Linear,0.7951587301587301,0.0799874013763215,0.7587301587301587,0.8343374787537441,0.1204902747151866,0.7888610417875377,0.7371848739495798,0.0865138192151381,0.7256637168141593,0.7360714285714286,0.0785666585051967,0.7147619047619047,0.7503908999497234,0.129306102812889,0.7285714285714285,0.8347619047619048,0.1135030519710916,0.8095238095238095,0.7757066935042463,0.079814081039864,0.7669172932330827,0.6373809523809524,0.172223026843267,0.62,7.6,7.6,5.425863986500215,4,4.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,22,3,1.7272727272727273
ADC_Post1_Post2,ADC,Post1,Post2,LogisticRegression,0.7868253968253968,0.0724679232434526,0.7660317460317461,0.8292216714668801,0.0883395374220052,0.8143951537541139,0.6960364145658263,0.0596660616894377,0.6902654867256637,0.6944444444444444,0.0582341776858165,0.6933333333333334,0.7514996114996115,0.048181627095133,0.75,0.6884126984126985,0.0980633841536452,0.6666666666666666,0.7118416347381864,0.0523415702906612,0.7058823529411765,0.7004761904761905,0.1104145969514658,0.72,10.4,10.4,4.6303347611160905,4,12.0,16,corr_mrmr_auto_k_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,38,3,1.368421052631579
ADC_Post1_Post2,ADC,Post1,Post2,NaiveBayes,0.7864285714285714,0.053635998711432,0.72,0.8313475418760955,0.0519690006097726,0.7548024412830032,0.6928011204481793,0.0718958516727358,0.6814159292035398,0.6870238095238095,0.0888753887140461,0.6812698412698412,0.7719444444444445,0.1510927276399463,0.7288135593220338,0.7157142857142856,0.2036962549314951,0.6825396825396826,0.704940148087207,0.1014913775941672,0.7049180327868853,0.6583333333333333,0.2962731472438529,0.68,7.6,7.6,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.3103448275862069
ADC_Post1_Post2,ADC,Post1,Post2,SVM_RBF,0.7837698412698414,0.0699129772575512,0.76,0.8383440077417299,0.0888761591654701,0.8191333968718876,0.7117086834733893,0.1177324570005913,0.6991150442477876,0.7244047619047619,0.1149808007021534,0.7033333333333334,0.7820202020202021,0.1850293314162334,0.7636363636363637,0.6928571428571428,0.1938458554404859,0.6666666666666666,0.7129019129019128,0.1483728566374158,0.711864406779661,0.7559523809523809,0.1573051110396088,0.74,7.6,7.6,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,29,4,1.3103448275862069
ADC_Post1_Post2,ADC,Post1,Post2,LogisticRegression,0.7773015873015873,0.073696961446726,0.7565079365079365,0.8283830077799191,0.0871250274183597,0.80910013080489,0.6828011204481792,0.0736548429956348,0.672566371681416,0.6887698412698413,0.073027474923664,0.6774603174603174,0.7566239316239316,0.1181421057992677,0.7407407407407407,0.6606349206349206,0.1139518934182554,0.6349206349206349,0.6919786096256685,0.0816022782320479,0.6837606837606838,0.7169047619047618,0.1507133453668099,0.72,10.4,10.4,4.6303347611160905,4,12.0,16,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.368421052631579
ADC_Post1_Pre,ADC,Post1,Pre,SVM_Linear,0.8364682539682541,0.0879537688635002,0.7987301587301587,0.8786296727070168,0.0541965078496101,0.8316093387127443,0.7180812324929973,0.0817329364055342,0.7168141592920354,0.7353571428571428,0.0824637547597753,0.7130158730158731,0.7627350427350427,0.1007903604707561,0.746031746031746,0.7785714285714286,0.165079365079365,0.746031746031746,0.7512814645308924,0.0658528402868672,0.746031746031746,0.6921428571428572,0.1553826379372405,0.68,9.6,9.6,4.963869458396343,4,8.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,28,4,1.7142857142857142
ADC_Post1_Pre,ADC,Post1,Pre,SVM_Linear,0.8234920634920634,0.0795087588330149,0.8012698412698414,0.8680744829673033,0.0507328351458832,0.8326408228945072,0.7115126050420167,0.0596014751184507,0.7079646017699115,0.7233333333333334,0.0348171265374892,0.7133333333333334,0.8008403361344538,0.0850399336759717,0.7777777777777778,0.6842857142857142,0.1408218328660048,0.6666666666666666,0.7209199321907673,0.0411391952674915,0.717948717948718,0.7623809523809524,0.1435728105437713,0.76,9.6,9.6,4.963869458396343,4,8.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,28,4,1.7142857142857142
ADC_Post1_Pre,ADC,Post1,Pre,SVM_Linear,0.7727777777777777,0.0958924609735017,0.7174603174603174,0.817906758612604,0.1547456678461666,0.7807110505365062,0.7058963585434175,0.1128649987914786,0.6991150442477876,0.7244444444444446,0.1005147372083792,0.690952380952381,0.7567320261437909,0.1827722122628668,0.7164179104477612,0.7917460317460318,0.1514335628607324,0.7619047619047619,0.7449273049999003,0.0978850607809883,0.7384615384615385,0.6571428571428571,0.2322374654589818,0.62,8.8,8.8,4.308131845707603,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,33,4,1.3333333333333333
ADC_Post1_Pre,ADC,Post1,Pre,LogisticRegression,0.7697619047619048,0.11620749723536,0.7498412698412698,0.8237562820420763,0.1446562565660508,0.8166272127600451,0.6764145658263306,0.1079780741174326,0.672566371681416,0.6850396825396826,0.1065376499134478,0.6733333333333333,0.7271428571428571,0.1683560636636993,0.7241379310344828,0.6817460317460318,0.1621923993336694,0.6666666666666666,0.689925863610074,0.1345488652949552,0.6942148760330579,0.6883333333333332,0.1330830985178475,0.68,8.8,8.8,4.308131845707603,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,33,4,1.3333333333333333
