Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IB_MedianIntensity,IB_MedianIntensity,0.06728725455651005,4
IH_IntensityHistogramMedian_Intensity,IH_IntensityHistogramMedian_Intensity,0.06374103481146885,5
GLCM_AngularSecondMoment,GLCM_AngularSecondMoment,0.04774427940390227,5
GLCM_Correlation,GLCM_Correlation,0.03685045459333911,5
GLCM_InverseDifference,GLCM_InverseDifference,0.033815711067373654,2
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.028807109424366314,4
Morph_Compacity,Morph_Compacity,0.026606551278082712,4
Morph_Compactness1,Morph_Compactness1,0.0169938008732512,5
GLCM_InverseDifferenceMoment,GLCM_InverseDifferenceMoment,0.014021978862137153,5
GLCM_InverseVariance,GLCM_InverseVariance,0.012821800170829652,3
GLSZM_SmallZoneEmphasis,GLSZM_SmallZoneEmphasis,0.01174556700721986,3
GLCM_JointVariance,GLCM_JointVariance,0.011077725479760412,3
GLCM_JointEntropyLog2,GLCM_JointEntropyLog2,0.011077045804022058,2
GLCM_SumAverage,GLCM_SumAverage,0.009972825762164341,2
GLCM_Autocorrelation,GLCM_Autocorrelation,0.009946152243958511,3
GLCM_JointMaximum,GLCM_JointMaximum,0.004300162998089392,2
FEATURE_RESULTS,FEATURE_RESULTS,0.0003334900579311311,3
GLCM_NormalisedInverseDifferenceMoment,GLCM_NormalisedInverseDifferenceMoment,0.00023445822946775144,3
