model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
ExtraTrees,0.7596408529741863,0.08557267117394453,0.7103550295857989,0.817179914921858,0.02162446210494789,0.7757087604983777,0.6639297858652696,0.06396133090323115,0.6666666666666666,0.6830934343434343,0.060582123850452856,0.6673076923076924,0.664061152061152,0.09812251742750897,0.688,0.697483905843039,0.10417480783951419,0.7166666666666667,0.6950757575757576,0.21877418533493012,0.6615384615384615,117,5
SVM_RBF,0.7447769360269361,0.1284550481851757,0.6988165680473373,0.8112092143701339,0.07880624084764427,0.7657817397391937,0.6323784578623288,0.05381405909027801,0.6410256410256411,0.6447601010101011,0.05287549554162662,0.6307692307692307,0.6621746674378254,0.09252067486939237,0.6911764705882353,0.641161616161616,0.11195843129358612,0.6619718309859155,0.7450757575757576,0.2036653343389262,0.7230769230769231,117,5
XGBoost,0.7271604938271604,0.07041773368184802,0.7180473372781065,0.7710453746375714,0.08693930698623656,0.7745549922590746,0.6382345372667954,0.04184216025653302,0.6410256410256411,0.6593308080808081,0.03519549814224349,0.6326923076923077,0.6675555555555556,0.07613041933449384,0.6865671641791045,0.6617391304347826,0.12523930743973444,0.6666666666666666,0.7453282828282829,0.1946057313503921,0.7076923076923077,117,5
NaiveBayes,0.7179377104377105,0.0876524346622808,0.6278106508875739,0.7790546740297019,0.05531361741534701,0.6956963937869483,0.6195505927763992,0.0930073306262297,0.6239316239316239,0.6345328282828283,0.0805492619687723,0.601923076923077,0.6867494824016562,0.08446494509968064,0.7027027027027027,0.6263054187192119,0.1518810240992427,0.6265060240963856,0.8246212121212121,0.13630891157798128,0.8,117,5
RandomForest,0.7030569584736253,0.10913270937617159,0.691715976331361,0.7752582054595982,0.0497575673975006,0.7608712429947659,0.6452816836687804,0.08420888037712665,0.6495726495726496,0.6626767676767676,0.08765779895643017,0.648076923076923,0.6547855309465216,0.10713214598957309,0.6771653543307087,0.665,0.09596166930242846,0.6935483870967742,0.6964646464646465,0.2180813256458458,0.6615384615384615,117,5
KNN,0.6983901515151515,0.12602258748685471,0.6442307692307692,0.7227018974361817,0.03830959773125689,0.7078438040702164,0.6099466960757283,0.059082841428705166,0.6153846153846154,0.6225252525252525,0.06281890377881683,0.6000000000000001,0.6674328109622227,0.062235855382943246,0.6808510638297872,0.6231015037593985,0.13733274122930936,0.631578947368421,0.7717171717171717,0.12151267451735383,0.7384615384615385,117,5
LogisticRegression,0.6956986531986531,0.07910116065792797,0.6775147928994083,0.7391513899896831,0.09700975067443379,0.7329288529340645,0.6473044756915725,0.10626135541764274,0.6495726495726496,0.6612878787878788,0.09571011395444122,0.648076923076923,0.64482151835093,0.14542348734183022,0.6771653543307087,0.6646825396825398,0.09372138851218031,0.6935483870967742,0.6936868686868687,0.2640227899614321,0.6615384615384615,117,5
SVM_Linear,0.6891863075196408,0.06168622529716474,0.6576923076923078,0.7253864295803785,0.1090884023775971,0.7025032068392009,0.5897729988052569,0.08394000526559002,0.6068376068376068,0.6144823232323232,0.025420953463880014,0.5961538461538461,0.6269545659019343,0.10619432121746279,0.6617647058823529,0.6273235460191983,0.13983685252196626,0.6338028169014085,0.7200757575757576,0.2304525033280708,0.6923076923076923,117,5
GradientBoosting,0.68081088664422,0.11127245085462054,0.624112426035503,0.7043747650136003,0.06186579848333862,0.6651526394168055,0.6001203933461998,0.08074207976852915,0.5897435897435898,0.6086994949494949,0.10149404587374401,0.5692307692307692,0.660751409347154,0.07683695829306501,0.6712328767123288,0.6130670762928828,0.1082606684054425,0.6049382716049383,0.788510101010101,0.208100573985201,0.7538461538461538,117,5
LightGBM,0.679233305274972,0.06554713626053585,0.6542899408284024,0.7231150915215926,0.0990943870285475,0.6590735159720758,0.6128756548111387,0.10989006019736774,0.6324786324786325,0.6278156565656566,0.07983484716050189,0.6326923076923077,0.6047846889952153,0.15222080285274758,0.656,0.6539542483660131,0.16952906604300783,0.6833333333333333,0.6311868686868687,0.21326366827211113,0.6307692307692307,117,5
