Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
KNN,0.6666406006847183,0.13826560348740422,0.50625,0.8781512605042016,0.6816540724250074,0.1923570404239992,0.3611111111111111,0.8702435160128913,0.5956019508855994,0.10088820003264538,0.5,0.7419354838709677,0.6078921568627451,0.08517119833464436,0.5125,0.7205882352941176,0.5869249209981475,0.14984441956899275,0.3333333333333333,0.6956521739130435,0.7741176470588235,0.23402599447489886,0.4,1.0,0.6391026320438085,0.145420461445339,0.47058823529411764,0.8,0.4416666666666667,0.12360330811826105,0.3333333333333333,0.625,6.0,2.0,4.0,8.0
LogisticRegression,0.6485029567382508,0.13455624642091873,0.4362745098039216,0.7815126050420167,0.6952845378951686,0.19276328429282408,0.4027777777777778,0.8441769285449676,0.5973788539973189,0.09838176360227,0.4827586206896552,0.6923076923076923,0.576108776844071,0.1264197173283815,0.4362745098039216,0.6875,0.603030303030303,0.25431085870609427,0.2,0.8333333333333334,0.6137254901960785,0.19529254271354873,0.3333333333333333,0.8235294117647058,0.5916666666666667,0.19964115572324795,0.25,0.75,0.5384920634920635,0.2647140696576764,0.16666666666666666,0.875,6.0,2.0,4.0,8.0
RandomForest,0.6398412698412698,0.09190191416394217,0.5049019607843137,0.7478991596638656,0.691672002527566,0.0821797178554788,0.5694444444444444,0.7541085475379142,0.5961971040947681,0.1022818850942308,0.5,0.7307692307692307,0.564717553688142,0.1057265471726876,0.4444444444444444,0.6895424836601307,0.5628412698412699,0.21664626044959245,0.2,0.7777777777777778,0.6607843137254903,0.2450588203916548,0.3333333333333333,0.9411764705882353,0.5998078529657477,0.21890951662952926,0.25,0.8,0.46865079365079365,0.15794946903824444,0.25,0.625,6.0,2.0,4.0,8.0
LightGBM,0.6394024276377218,0.1100044734750523,0.5,0.7777777777777778,0.7008521326625544,0.05224146077521931,0.6428571428571428,0.7591160716092422,0.5876676839413213,0.13022590363745876,0.4166666666666667,0.7692307692307693,0.6064542483660131,0.07921761751027097,0.5073529411764706,0.7189542483660131,0.5910765550239234,0.17938072798185714,0.3,0.7894736842105263,0.7823529411764706,0.185550709359853,0.5,1.0,0.643959343959344,0.14223354096323454,0.46153846153846156,0.8333333333333334,0.4305555555555555,0.183207027198235,0.2222222222222222,0.625,6.0,2.0,4.0,8.0
SVM_Linear,0.6230283224400871,0.1801038342925256,0.33333333333333337,0.7941176470588235,0.6762319383072068,0.21371387620192075,0.38690476190476186,0.8506861089822358,0.554726524248215,0.15583113385805644,0.3333333333333333,0.7096774193548387,0.5798669467787114,0.09871700246297488,0.4362745098039216,0.6848739495798319,0.5749108734402851,0.1865025438141244,0.2727272727272727,0.7647058823529411,0.7823529411764707,0.19904616841986622,0.5,1.0,0.6289410573485179,0.14757684568018722,0.42857142857142855,0.7804878048780488,0.37738095238095243,0.22966387688682527,0.1111111111111111,0.625,6.0,2.0,4.0,8.0
NaiveBayes,0.6225568004979769,0.07530260892658647,0.5147058823529411,0.7124183006535947,0.6803169470206483,0.1776422564624776,0.38888888888888884,0.812533603459209,0.6439538708726695,0.08918806615769953,0.5483870967741935,0.7307692307692307,0.5980392156862745,0.11562694649471747,0.49509803921568624,0.75,0.6485663082437276,0.25192473452291586,0.3333333333333333,1.0,0.696078431372549,0.27151730243384764,0.3333333333333333,1.0,0.6382520325203254,0.17808174788526138,0.3333333333333333,0.8,0.5,0.41573970964154905,0.0,1.0,6.0,2.0,4.0,8.0
GradientBoosting,0.6157683629007158,0.10885320461656807,0.47058823529411764,0.7289915966386554,0.6780204468520894,0.09155657419506152,0.5535714285714286,0.7665823587020149,0.5597306598975119,0.12092450844061545,0.4166666666666667,0.7307692307692307,0.5754318394024277,0.09196674803754402,0.4362745098039216,0.6895424836601307,0.5681649831649831,0.1733440748073362,0.3,0.7777777777777778,0.7941176470588236,0.1994802936213314,0.5,1.0,0.631950271950272,0.13460854391958213,0.46153846153846156,0.8,0.3567460317460317,0.21564274892170487,0.16666666666666666,0.625,6.0,2.0,4.0,8.0
SVM_RBF,0.6137177093059446,0.18216989812465845,0.3088235294117647,0.773109243697479,0.6945678524410948,0.1439188561465103,0.5241689286863146,0.8310420414162725,0.5718381297357937,0.11509172530037112,0.4166666666666667,0.6923076923076923,0.5909780578898226,0.08039692743029614,0.4656862745098039,0.6601307189542484,0.5814194373401534,0.17317533615372438,0.3,0.7647058823529411,0.7823529411764706,0.185550709359853,0.5,1.0,0.6363599798893916,0.12909753412535369,0.46153846153846156,0.7647058823529411,0.3996031746031746,0.2010518917834904,0.16666666666666666,0.625,6.0,2.0,4.0,8.0
ExtraTrees,0.6119389978213506,0.16765972112469685,0.3431372549019608,0.7941176470588235,0.7064861793494703,0.13473101898485565,0.5535714285714286,0.8572123777047052,0.5643373929247122,0.12385620469003181,0.3793103448275862,0.6774193548387096,0.5654761904761905,0.12816188969472606,0.3480392156862745,0.6680672268907563,0.5815789473684211,0.1972860551371681,0.2857142857142857,0.75,0.6333333333333333,0.11424829123103697,0.5,0.7647058823529411,0.5875460487225193,0.1418621888530954,0.4,0.7272727272727273,0.4976190476190476,0.2149753746144013,0.16666666666666666,0.75,6.0,2.0,4.0,8.0
XGBoost,0.6082687519452226,0.1291758801343931,0.48039215686274506,0.7581699346405228,0.6757087067769536,0.09547715459041432,0.5444444444444444,0.7954128054405782,0.5657373339798256,0.13768744549664858,0.4166666666666667,0.7307692307692307,0.5862861811391223,0.10457332019725829,0.41911764705882354,0.6895424836601307,0.5738187134502923,0.1773640340694118,0.3,0.7777777777777778,0.7705882352941177,0.21851971318831423,0.5,1.0,0.626910866910867,0.14638510260188056,0.46153846153846156,0.8,0.401984126984127,0.18079305851596897,0.2222222222222222,0.625,6.0,2.0,4.0,8.0
