Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
XGBoost,0.6083,+0.0584,5.08e-02,1.00e+00,✗,✗
ExtraTrees,0.6119,+0.0547,1.79e-01,1.00e+00,✗,✗
SVM_RBF,0.6137,+0.0529,6.24e-02,1.00e+00,✗,✗
GradientBoosting,0.6158,+0.0509,1.05e-02,4.71e-01,✓,✗
NaiveBayes,0.6226,+0.0441,9.31e-02,1.00e+00,✗,✗
SVM_Linear,0.6230,+0.0436,8.32e-02,1.00e+00,✗,✗
LightGBM,0.6394,+0.0272,5.46e-02,1.00e+00,✗,✗
RandomForest,0.6398,+0.0268,2.02e-01,1.00e+00,✗,✗
LogisticRegression,0.6485,+0.0181,3.21e-01,1.00e+00,✗,✗
