Fold,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC,Kappa
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",LogisticRegression,0.859504132231405,0.7272727272727273,0.7272727272727273,0.8891749961268678,0.6666666666666666,0.9090909090909091,0.7692307692307693,0.5454545454545454,0.6503333333333333,0.4545454545454546
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",SVM_RBF,0.8429752066115702,0.7272727272727273,0.7272727272727273,0.8803504873023591,0.6470588235294118,1.0,0.7857142857142857,0.45454545454545453,0.6586666666666666,0.4545454545454546
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",SVM_Linear,0.8677685950413223,0.7272727272727273,0.7272727272727273,0.8951340326340327,0.6470588235294118,1.0,0.7857142857142857,0.45454545454545453,0.6253333333333333,0.4545454545454546
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",RandomForest,0.9173553719008264,0.7727272727272727,0.7727272727272727,0.9298094582185492,0.7142857142857143,0.9090909090909091,0.8,0.6363636363636364,0.7804615384615384,0.5454545454545454
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",GradientBoosting,0.8429752066115703,0.5,0.5,0.8628108003108004,0.5,1.0,0.6666666666666666,0.0,0.7753333333333333,0.0
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",ExtraTrees,0.8429752066115703,0.7272727272727273,0.7272727272727273,0.8830348943985309,0.6923076923076923,0.8181818181818182,0.75,0.6363636363636364,0.692,0.4545454545454546
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",KNN,0.8471074380165288,0.6818181818181818,0.6818181818181818,0.8567441330599225,0.625,0.9090909090909091,0.7407407407407407,0.45454545454545453,0.717,0.36363636363636365
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",NaiveBayes,0.8181818181818181,0.5,0.5,0.8192583931220294,0.5,1.0,0.6666666666666666,0.0,0.5413827160493827,0.0
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",XGBoost,0.7107438016528926,0.5909090909090909,0.5909090909090908,0.7514524550409718,0.5555555555555556,0.9090909090909091,0.6896551724137931,0.2727272727272727,0.6086666666666667,0.18181818181818177
1,92,22,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P1', 'P13', 'P21', 'P26', 'P3', 'P31', 'P37', 'P40', 'P49', 'P6', 'P9']",LightGBM,0.7975206611570248,0.7272727272727273,0.7272727272727273,0.8217605923488276,0.6666666666666666,0.9090909090909091,0.7692307692307693,0.5454545454545454,0.693923076923077,0.4545454545454546
2,91,23,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P14', 'P16', 'P23', 'P27', 'P28', 'P33', 'P36', 'P4', 'P41', 'P48', 'P5']",LogisticRegression,0.5833333333333333,0.5217391304347826,0.575,0.8122360722589554,0.75,0.4,0.5217391304347826,0.75,0.7374545454545455,0.12456747404844293
2,91,23,8,8,auto,auto,mrmr_then_elasticnet_no_corr,"['P14', 'P16', 'P23', 'P27', 'P28', 'P33', 'P36', 'P4', 'P41', 'P48', 'P5']",SVM_RBF,0.575,0.5652173913043478,0.5791666666666666,0.8073875874104706,0.7272727272727273,0.5333333333333333,0.6153846153846154,0.625,0.7192727272727273,0.14179104477611937
