feature,variance,log10_variance
Morph_Compactness1,2.4904847040348168e-05,-4.603716103818753
GLSZM_SmallZoneLowGreyLevelEmphasis,0.00013139268906789452,-3.881428795746442
GLCM_NormalisedInverseDifferenceMoment,0.00013550873422274215,-3.8680327082083337
IH_RootMeanSquare_Intensity,0.00037353554048380494,-3.427668069254371
GLCM_NormalisedInverseDifference,0.0008099977755803856,-3.0915161732450476
NGTDM_Coarseness,0.0008636068027688275,-3.0636839448143953
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.0029246187867912957,-2.5339307344187705
GLRLM_ShortRunLowGreyLevelEmphasis,0.004038183072637842,-2.3938139959252176
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.005390396644074936,-2.268379276663099
Morph_Sphericity,0.0055941115690243265,-2.25226887622643
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.00586085386854672,-2.2320391068798844
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.010328563431454928,-1.9859600789395644
GLSZM_ZonePercentage,0.01134453011354547,-1.945213487693209
GLCM_InverseVariance,0.011643556885351515,-1.933914330670034
Morph_Compactness2,0.013249492698125418,-1.877800749816852
GLSZM_NormalisedZoneSizeNonUniformity,0.014670110829001378,-1.8335666051290274
GLSZM_SmallZoneEmphasis,0.014987487180353124,-1.8242711753406335
GLRLM_ShortRunsEmphasis,0.016407064517289505,-1.7849691141052464
GLRLM_RunPercentage,0.0173769922908082,-1.760025391530004
GLSZM_NormalisedGreyLevelNonUniformity,0.021372776127931314,-1.670139063274837
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.02146890583561251,-1.6681900888301833
GLSZM_LowGrayLevelZoneEmphasis,0.022184906946507463,-1.6539423885507074
IB_IntensityBasedQuartileCoefficientOfDispersion,0.022621077455920346,-1.6454867131837367
GLCM_InverseDifference,0.02378675769105628,-1.6236647514226952
IH_IntensityHistogramCoefficientOfVariation_Intensity,0.024130114733993287,-1.617440613082677
Morph_SphericalDisproportion,0.026482572285039013,-1.5770398336063276
Morph_Asphericity,0.026482572285039013,-1.5770398336063276
NGTDM_Contrast,0.02725012930479872,-1.5646314325924167
GLCM_Correlation,0.02827582819988233,-1.5485846657020481
GLCM_InverseDifferenceMoment,0.031694873465767125,-1.499010977692116
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.03189718996773098,-1.4962475750879034
GLRLM_LowGreyLevelRunEmphasis,0.03352778457945365,-1.4745951425530246
IB_IntensityBasedCoefficientOfVariation,0.034217064325951646,-1.4657572537457193
GLCM_AngularSecondMoment,0.037072194745654576,-1.4309517021240366
IH_Uniformity_Intensity,0.037131482627595906,-1.4302577094174553
