feature,n_valid,mean_benign,mean_malignant,median_benign,median_malignant,shapiro_p_benign,shapiro_p_malignant,normal_in_both_classes,correlation_method,correlation_coefficient,correlation_p_value,class_difference_test,class_difference_stat,class_difference_p_value,cohen_d_malignant_minus_benign,correlation_q_value_fdr,class_difference_q_value_fdr
Morph_Compacity,117,15.733224072692307,17.656030941384614,15.726982465,16.57329673,0.0011088525128623429,1.6220618431416628e-09,False,Spearman,0.3279805893939201,0.0003062541128559953,Mann_Whitney_U,1046.0,0.0004160052390580208,0.6209199222096224,0.007401141060686554,0.010053459943902169
Morph_Compactness1,117,0.03633646703846154,0.03301763621538462,0.035873995000000006,0.034042085,0.1165560838418218,0.00023339519938777892,False,Spearman,-0.3279805893939201,0.0003062541128559953,Mann_Whitney_U,2334.0,0.0004160052390580208,-0.6985694567289458,0.007401141060686554,0.010053459943902169
Morph_Compactness2,117,0.47498507290384623,0.3968413330461538,0.4572585355,0.411750904,0.1372686517188065,0.05070067683500559,True,Pearson_point_biserial_equivalent,-0.3373393901539539,0.00019974201961573575,Welch_t_test,3.870784324662123,0.00018272353234967677,-0.7149639761448179,0.007401141060686554,0.010053459943902169
Morph_SphericalDisproportion,117,1.2963838939807693,1.3960909799538461,1.298014273,1.344172934,0.0033029010888285517,9.708484153679388e-09,False,Spearman,0.3279805893939201,0.0003062541128559953,Mann_Whitney_U,1046.0,0.0004160052390580208,0.6377115520608775,0.007401141060686554,0.010053459943902169
Morph_Sphericity,117,0.7759152109999999,0.726731755876923,0.7704076195,0.743951894,0.07894829458886878,2.9447717865153814e-05,False,Spearman,-0.3279805893939201,0.0003062541128559953,Mann_Whitney_U,2334.0,0.0004160052390580208,-0.6898075948839197,0.007401141060686554,0.010053459943902169
Morph_Asphericity,117,0.29638389398076925,0.3960909799538462,0.298014273,0.344172934,0.0033029010888284685,9.708484153679388e-09,False,Spearman,0.3279805893939201,0.0003062541128559953,Mann_Whitney_U,1046.0,0.0004160052390580208,0.6377115520608779,0.007401141060686554,0.010053459943902169
IH_MaximumHistogramGradientGreyLevel_Intensity,117,8.538461538461538,8.338461538461539,4.0,6.0,3.98553169724884e-11,4.3178428602264336e-08,False,Spearman,0.23522651052314095,0.010680744417809805,Mann_Whitney_U,1231.0,0.011383280191950708,-0.02197995283951085,0.19675103491031207,0.20765093479616845
IH_MinimumHistogramGradientGreyLevel_Intensity,117,12.23076923076923,12.123076923076923,8.0,11.0,5.504390769781415e-10,0.00394195227666541,False,Spearman,0.22764987293031766,0.01356903689036635,Mann_Whitney_U,1244.0,0.014320754123873687,-0.010432545887262223,0.19675103491031207,0.20765093479616845
GLCM_JointMaximum,117,0.17358258413461536,0.11626559898461539,0.0897765115,0.049806784,2.8541054284290285e-10,2.0078841399823585e-13,False,Spearman,-0.22968870016606177,0.012731615240940226,Mann_Whitney_U,2141.0,0.01347055251538628,-0.2802906744082255,0.19675103491031207,0.20765093479616845
GLRLM_LongRunsEmphasis,117,3.06483136375,2.8202494035384613,2.2077260235000002,1.944655047,6.68888887151322e-14,4.258791279530728e-16,False,Spearman,-0.22866969664265546,0.013144339122608923,Mann_Whitney_U,2139.0,0.01388962129208761,-0.0566421212257437,0.19675103491031207,0.20765093479616845
