Model,Mean_AUC,Std_AUC,Pooled_AUC,Pooled_AUC_Macro_OvR,Pooled_AUC_Micro_OvR,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Kappa,Std_Kappa,Pooled_Kappa,Pooled_Brier,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Pooled_AUC_CI95_Low,Pooled_AUC_CI95_High,Pooled_PR_AUC_CI95_Low,Pooled_PR_AUC_CI95_High,Pooled_Acc_CI95_Low,Pooled_Acc_CI95_High,Pooled_Bal_Acc_CI95_Low,Pooled_Bal_Acc_CI95_High,Pooled_Prec_CI95_Low,Pooled_Prec_CI95_High,Pooled_Rec_CI95_Low,Pooled_Rec_CI95_High,Pooled_F1_CI95_Low,Pooled_F1_CI95_High,Pooled_Specificity_CI95_Low,Pooled_Specificity_CI95_High,Pooled_Kappa_CI95_Low,Pooled_Kappa_CI95_High,Pooled_Brier_CI95_Low,Pooled_Brier_CI95_High,CI_Bootstrap_Requested,CI_Bootstrap_Min_Successful,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
SVM_RBF,0.7632990974167445,0.1235557281703657,0.7442908653846153,0.7442908653846154,0.7434973246135552,0.816849522055324,0.0388682812680483,0.7815983708857402,0.6700136904252588,0.0543378280178754,0.6810344827586207,0.6993137254901961,0.0398197485088766,0.6802884615384616,0.7423737373737374,0.2185935602369932,0.7213114754098361,0.7152941176470589,0.2053134998435151,0.6875,0.6667743067743068,0.094980590173437,0.704,0.6833333333333332,0.2287917809108222,0.6730769230769231,0.3574391938307314,0.0732027568948661,0.3586371787208607,0.2070082627018161,5.6,5.6,2.33238075793812,4,4.0,10,0.5964830861389627,0.8622101922164214,0.5886716135706387,0.9037232989556016,0.5677769526472131,0.7804878048780488,0.5727235041743971,0.7820882936507936,0.5365635888501743,0.8518670309653915,0.5052419354838712,0.8409181096681096,0.5434715512614063,0.8062169661733615,0.5384615384615384,0.8,0.1410212506463983,0.5562928707037859,0.1671646466258742,0.2567419569790256,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,21,3,1.3333333333333333
SVM_RBF,0.761338313103019,0.1225804877515825,0.7292668269230769,0.7292668269230769,0.7269247919143876,0.8157788672199633,0.0385030275637401,0.7834445204229583,0.6418912752060694,0.1142289220474683,0.6724137931034483,0.6805228758169934,0.0430989134418639,0.6670673076923077,0.7185355820649938,0.2341625663749826,0.696969696969697,0.7388235294117647,0.2062551247135164,0.71875,0.6600474035768154,0.1228855805178461,0.7076923076923077,0.6222222222222222,0.270801280154532,0.6153846153846154,0.3340184625290488,0.113471426249668,0.3353437876960192,0.211268585290077,5.6,5.6,2.33238075793812,4,4.0,10,0.5715206907423506,0.852574211502783,0.6024809761013258,0.8991427965291726,0.5576880530973451,0.7768610934520025,0.553514424062308,0.7741418650793651,0.5142757936507936,0.8333333333333334,0.5302807486631016,0.8750480769230766,0.5420463395638629,0.8153910614525139,0.4705882352941176,0.7458686440677961,0.0995948953663597,0.54666163808841,0.1700285462845787,0.264465470208383,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,21,3,1.3333333333333333
SVM_Linear,0.7588632119514472,0.0970100834951255,0.7373798076923077,0.7373798076923077,0.7385552913198573,0.8075531273577907,0.0363884769065432,0.7863657245492927,0.6575026382590342,0.008234895585539,0.6551724137931034,0.6844444444444444,0.0539675383370049,0.6568509615384616,0.7293506493506493,0.188856087246343,0.7068965517241379,0.6799999999999999,0.2055829756122614,0.640625,0.6488522288522288,0.059104233613532,0.6721311475409836,0.6888888888888889,0.19436506316151,0.6730769230769231,0.3238384603655613,0.052742573776971,0.3103448275862068,0.2068182458389549,5.6,5.6,2.33238075793812,4,4.0,10,0.6011789988601823,0.8455415521978021,0.6084956989228844,0.9051780636281224,0.5596127900701565,0.7398373983739838,0.5603852021357743,0.7452053071695096,0.5121809415768577,0.8548387096774194,0.4897959183673469,0.763958333333333,0.5217164855072464,0.7714341957255343,0.5476190476190477,0.8076923076923077,0.1185341034286309,0.4737592472123941,0.1712174292139255,0.2535737815088669,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,21,3,1.3333333333333333
ExtraTrees,0.7571148459383753,0.0939329828454623,0.7244591346153846,0.7244591346153846,0.722577288941736,0.8121320873098513,0.0388500585309339,0.7781618354975696,0.6377679853208218,0.0575390804832426,0.646551724137931,0.6704761904761904,0.0339507482293225,0.6490384615384616,0.7229532163742689,0.2026518305871936,0.7017543859649122,0.6599999999999999,0.262497981537799,0.625,0.6135353535353535,0.1264563395971355,0.6611570247933884,0.680952380952381,0.2042876259453482,0.6730769230769231,0.302895583455085,0.0569960138833856,0.2943620178041543,0.2266175840597749,5.6,5.6,2.33238075793812,4,4.0,10,0.5935507838983052,0.8354690393106395,0.6011096889978942,0.8953764866054842,0.5376945146858588,0.75,0.5416650556758429,0.751686285936286,0.5,0.8513638638638638,0.4464285714285714,0.7916666666666666,0.5046728971962616,0.7785260515395256,0.5454545454545454,0.8085359675785205,0.0813424689132404,0.4925624779037004,0.2119336583895273,0.2428643294408373,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,21,3,1.3333333333333333
LogisticRegression,0.7515958605664487,0.0899642325356917,0.7406850961538461,0.7406850961538461,0.7404131985731272,0.8005489215027379,0.0471866100287402,0.7867392861145599,0.6839983647547607,0.0354632732424623,0.6810344827586207,0.7037581699346405,0.0531374960802958,0.6784855769230769,0.725115995115995,0.1864734219446595,0.7142857142857143,0.7352941176470588,0.1764705882352941,0.703125,0.6872072072072072,0.0654389014072283,0.7086614173228346,0.6722222222222222,0.1845916413981794,0.6538461538461539,0.367340510386384,0.0677772052695921,0.3563287342531493,0.2096980637103474,5.6,5.6,2.33238075793812,4,4.0,10,0.6046623565133477,0.8543648425734641,0.6185878688896289,0.900147196508083,0.5882352941176471,0.7686710677382318,0.5892882568685598,0.7687372248427673,0.5344540229885058,0.8571986607142854,0.5569268635724333,0.8461864406779659,0.5737119437939111,0.8032901792554006,0.5333064516129032,0.7878933566433566,0.1739344019530775,0.5274616632341993,0.1702055735993832,0.2600976474773041,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,21,3,1.3333333333333333
SVM_Linear,0.7491269841269841,0.1018651858911312,0.7337740384615384,0.7337740384615384,0.7269247919143877,0.7990862398950959,0.0366780469228779,0.7889495299747875,0.647446830761625,0.0834595954226268,0.6724137931034483,0.6704715219421101,0.0298022556510416,0.6598557692307692,0.6487394957983194,0.1618611399658987,0.6756756756756757,0.7941176470588236,0.1744987879316626,0.78125,0.6796269727403157,0.1142523850416977,0.7246376811594203,0.5468253968253969,0.1518426337928113,0.5384615384615384,0.3158822058325956,0.0865214955520502,0.3255813953488371,0.21495078596564,5.6,5.6,2.33238075793812,4,4.0,10,0.5900454661269543,0.8461630434782608,0.6276019573087246,0.9091254744105168,0.5526315789473685,0.776,0.5491058793800538,0.7584028967768257,0.4857142857142857,0.8261014492753622,0.6181439393939394,0.9056659267480576,0.5681818181818182,0.8282994417862838,0.3968005952380952,0.6862818261633011,0.098041270418704,0.5207372951957788,0.180044827682161,0.2564196447212186,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,21,3,1.3333333333333333
LogisticRegression,0.7490701836290071,0.0988509041618339,0.73046875,0.73046875,0.7327586206896551,0.7959318654977745,0.0531180453942265,0.7813376254253497,0.6353393609233431,0.0788128015463168,0.6551724137931034,0.6673692810457517,0.0299844214610116,0.6514423076923077,0.678888888888889,0.1835991339176431,0.6875,0.7152941176470589,0.2053134998435151,0.6875,0.6451382416899658,0.1121097990481851,0.6875,0.6194444444444445,0.2055555555555555,0.6153846153846154,0.3030242384611042,0.0774369924473318,0.3028846153846154,0.2106493855447079,5.6,5.6,2.33238075793812,4,4.0,10,0.5951105886450715,0.8448509680511549,0.6111875198611695,0.895012390827935,0.5462168713639302,0.75,0.5435388926726886,0.7460648148148147,0.5084676298971936,0.8311688311688312,0.5184865900383142,0.8461864406779659,0.5384615384615384,0.7927927927927928,0.4799791666666667,0.7543942403177756,0.0841033235500376,0.4864869760178581,0.1709368665234918,0.2622524484944397,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,21,3,1.3333333333333333
ExtraTrees,0.7418588546529723,0.0754940915396762,0.7244591346153846,0.7244591346153846,0.7242122473246136,0.8187874080887421,0.038606193679458,0.7819703291200711,0.6284428091992051,0.0751832679759874,0.646551724137931,0.6442857142857144,0.0476020053354393,0.6508413461538461,0.7138347763347763,0.2370013598040601,0.7090909090909091,0.5933333333333333,0.1740027884719136,0.609375,0.5942124542124542,0.1451105084687138,0.6554621848739496,0.6952380952380952,0.1985459869761121,0.6923076923076923,0.2736093286004599,0.1062160582714778,0.2968657599053814,0.2265105051569295,5.6,5.6,2.33238075793812,4,4.0,10,0.5951963853367435,0.8340883670830943,0.6116104031277766,0.8952280517468715,0.5416588345864661,0.7391417572463767,0.5507899471967175,0.7407512779122948,0.5094174114531612,0.8548387096774194,0.4411640079760718,0.7647058823529411,0.4948453608247423,0.761305683563748,0.5714285714285714,0.8125,0.0980286047963925,0.4755057873742092,0.2120865980589646,0.2419750522421597,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,21,3,1.3333333333333333
KNN,0.7404322284469342,0.1255902513237027,0.6682692307692308,0.6682692307692308,0.6683263971462545,0.7877032254036138,0.0605443363580232,0.7497001103202967,0.5659317570329806,0.0818822387337536,0.5862068965517241,0.5945238095238095,0.0881309729662951,0.5763221153846154,0.5895437895437895,0.1580488971506691,0.6142857142857143,0.72,0.170389336378651,0.671875,0.6146161365516204,0.0870035467727328,0.6417910447761194,0.469047619047619,0.1709649816287261,0.4807692307692308,0.1568565025097958,0.1599828023609961,0.1543134872417982,0.2340986130030549,5.6,5.6,2.33238075793812,4,4.0,10,0.5235231049729373,0.7925772612100737,0.581736625059178,0.8637502605145876,0.4622621690185508,0.696976647206005,0.4553017235191087,0.6906392492138365,0.4210101867572157,0.7681438127090299,0.5277412280701755,0.8167045454545452,0.4841931752458068,0.753628762541806,0.3090559440559441,0.6346153846153846,-0.0867966366073603,0.376839524131437,0.1886912475097543,0.2827373580963122,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,21,3,1.3333333333333333
LightGBM,0.7190787426081544,0.0647304657075411,0.6878004807692308,0.6878004807692308,0.6851961950059453,0.7990350864752902,0.0329393878648337,0.7690023286416217,0.6452687221319034,0.1017566295671194,0.6724137931034483,0.6540756302521007,0.0752230128201716,0.6724759615384616,0.6642683632157317,0.1984125060870909,0.7166666666666667,0.6486274509803921,0.1528224778199465,0.671875,0.6308333333333334,0.1581929201955637,0.6935483870967742,0.6595238095238095,0.1403303879701609,0.6730769230769231,0.2993279167120303,0.1605609462345311,0.3424821002386635,0.2326484297643004,5.6,5.6,2.33238075793812,4,4.0,10,0.5511339944063056,0.8041739136066127,0.6125929825224683,0.8758358568447355,0.5762583461736005,0.7647288602941175,0.5726095497873911,0.7681276636076031,0.5454211229946524,0.854896313364055,0.5373134328358209,0.8048780487804879,0.5684150717703349,0.7852870289219982,0.5217391304347826,0.8085359675785205,0.1418505835568016,0.5243328260536477,0.189217014991173,0.2930272546382086,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,21,3,1.3333333333333333
