Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Morph_Sphericity,3,0.6,True
GLCM_JointMaximum,3,0.6,True
GLSZM_NormalisedZoneSizeNonUniformity,2,0.4,True
GLRLM_LongRunHighGreyLevelEmphasis,2,0.4,True
IH_MinimumHistogramGradient_Intensity,2,0.4,True
GLCM_ClusterShade,2,0.4,True
IH_IntensityHistogramMinimumGreyLevel_Intensity,2,0.4,True
GLCM_NormalisedInverseDifference,2,0.4,True
Morph_SphericalDisproportion,2,0.4,True
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,2,0.4,True
IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2,False
GLSZM_ZoneSizeVariance,1,0.2,False
Morph_CentreOfMassShift_mm,1,0.2,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2,False
Morph_Compacity,1,0.2,False
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2,False
GLSZM_SmallZoneHighGreyLevelEmphasis,1,0.2,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2,False
IB_MinimumIntensity,1,0.2,False
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,1,0.2,False
Morph_Compactness1,1,0.2,False
IB_MedianIntensity,1,0.2,False
NGTDM_Strength,1,0.2,False
GLSZM_SmallZoneLowGreyLevelEmphasis,1,0.2,False
IB_IntensityBasedEnergy,1,0.2,False
GLSZM_HighGrayLevelZoneEmphasis,1,0.2,False
IB_50thIntensityPercentile,1,0.2,False
Morph_SurfaceArea_cm2,1,0.2,False
