model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_Linear,0.7571619935974003,0.06455538507384066,0.6690625,0.7694451807768414,0.09835344705102278,0.6884476265048114,0.659314598445033,0.072121567969785,0.6578947368421053,0.6832594744436851,0.04146392138497496,0.6428125,0.7132807881773399,0.07315076609185166,0.7153284671532847,0.6894117647058824,0.1429980521076228,0.6712328767123288,0.8125146198830411,0.1808867880601842,0.765625,114,5
SVM_RBF,0.7551302268527149,0.06291117037280462,0.6828125,0.7836819517582617,0.08630938770200063,0.7141115902274071,0.6342309864048994,0.06979854699577982,0.631578947368421,0.6629963165489482,0.041258284598896716,0.6215625,0.681416149068323,0.07207459839290078,0.6818181818181818,0.6841126194067371,0.13354579658161203,0.6617647058823529,0.7553216374269006,0.19964936261749164,0.703125,114,5
LogisticRegression,0.7496192271311888,0.09400987607031887,0.6971875000000001,0.7935918828222761,0.08458587859084547,0.7465709582542546,0.66905847775413,0.05905980709916529,0.6666666666666666,0.6966360978203083,0.05547655908190053,0.6703125,0.6786822555109,0.07016329404424883,0.6833333333333333,0.75,0.13923991921155665,0.7321428571428571,0.6743328017012228,0.1883203822387237,0.640625,114,5
GradientBoosting,0.7175251259461786,0.11741021235120684,0.59609375,0.7658520011130441,0.11346498282337558,0.6750572273530878,0.5275869058477755,0.07482056714817907,0.5263157894736842,0.5575417710944027,0.09241454626046793,0.5015625,0.6260351966873706,0.04992450009205838,0.625,0.606049506049506,0.15197621209964074,0.5625,0.7686549707602339,0.24400856518657063,0.703125,114,5
RandomForest,0.7125328587768779,0.09290157831771023,0.670625,0.7083840210929995,0.10698193643623656,0.6785230026857085,0.6789399006790312,0.10685164619502135,0.6754385964912281,0.6975377838535733,0.10207002836585012,0.6737500000000001,0.7075814769178613,0.08378216919282735,0.704,0.7316594516594516,0.11270281367450113,0.7213114754098361,0.7297076023391812,0.1893199867556998,0.6875,114,5
ExtraTrees,0.7071932701358538,0.0641425715058797,0.66875,0.7158720466462849,0.10333451963853567,0.7011429897836434,0.6533162489684228,0.09443976963934779,0.6491228070175439,0.6629205589731906,0.0889258563779557,0.6525000000000001,0.6317218265605362,0.1903166859422137,0.6666666666666666,0.6937118437118437,0.1306484999871182,0.7142857142857143,0.643806485911749,0.28334470167315284,0.625,114,5
XGBoost,0.6983634016169902,0.10249989702597438,0.6275,0.6762730440359939,0.13312513356137184,0.6290851690932131,0.6625895843287146,0.0960877828786067,0.6578947368421053,0.7017264752791068,0.08090990360105066,0.6559375000000001,0.690042328042328,0.09414851388513067,0.688,0.7348663101604279,0.13961967762315367,0.7049180327868853,0.7375438596491228,0.25108101155073825,0.671875,114,5
LightGBM,0.6939871372646492,0.08193733456316143,0.67203125,0.716054061484351,0.1027532996980535,0.7142904056558939,0.6057420840029535,0.08152206120272196,0.6052631578947368,0.6208785220627326,0.10509360239983086,0.6134375000000001,0.5981203007518797,0.09007192432612873,0.6086956521739131,0.6948717948717948,0.16625194951228028,0.6862745098039216,0.5561509835194045,0.1416792548754589,0.546875,114,5
NaiveBayes,0.6736953379776346,0.10931731117172588,0.5943749999999999,0.7299149986264896,0.11461996167480604,0.6439157962398425,0.6014463797072492,0.11788591108655296,0.6052631578947368,0.5982116275537328,0.14759401049648196,0.5828125,0.6804937611408198,0.0899299300152969,0.6853146853146853,0.6259871397951894,0.16205967375700384,0.620253164556962,0.7802977139819245,0.09962716305090673,0.765625,114,5
KNN,0.63749680675518,0.1142217437421371,0.60625,0.6656853314147859,0.1419503682926073,0.6374069836094232,0.6049515701689614,0.04223058620777394,0.6052631578947368,0.6167980557454242,0.04479643716520331,0.589375,0.6675346969372458,0.052008548903544005,0.6715328467153284,0.6365811965811965,0.12408820052971202,0.6301369863013698,0.7513450292397661,0.1533111621442324,0.71875,114,5
