Single_Tag,Dataset,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,ExtraTrees,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.730789508205776,0.7053883561060594,-0.0254011520997166,0.0423920057615652,0.0446214817537114,0.0022294759921462,0.680625,0.66,-0.020625,0.7576246093844446,0.7348623244170649,-0.0227622849673797,0.7125201513142823,0.701293969626835,-0.0112261816874472,0.6776501860712387,0.698483519404572,0.0208333333333332,0.6659375000000001,0.6859375,0.0199999999999999,0.6801560758082497,0.6915846472368211,0.0114285714285714,0.6935483870967742,0.7049180327868853,0.011369645690111,0.6606060606060606,0.7022727272727273,0.0416666666666666,0.66,0.7,0.0399999999999999,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,GradientBoosting,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7023191012425463,0.7447499833145766,0.0424308820720303,0.0209440745913179,0.0489207158606015,0.0279766412692836,0.64734375,0.69046875,0.0431249999999999,0.745230830083996,0.7822187374351067,0.0369879073511106,0.6668935016892816,0.7520810947466535,0.0851875930573718,0.6542517278043594,0.670089048378522,0.0158373205741626,0.629375,0.6525000000000001,0.023125,0.6775018944775979,0.6452908625900953,-0.0322110318875026,0.6917293233082706,0.6666666666666666,-0.025062656641604,0.5598484848484848,0.6871212121212122,0.1272727272727274,0.54,0.68,0.14,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,KNN,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7107740425443775,0.715488779340454,0.0047147367960764,0.100472447322945,0.0639281117098773,-0.0365443356130676,0.6829687499999999,0.69875,0.01578125,0.7086307005708543,0.7174617364893188,0.0088310359184644,0.6772316954600176,0.6819537712008107,0.004722075740793,0.6850917065390749,0.6967583732057416,0.0116666666666667,0.6793750000000001,0.6915625000000001,0.0121875,0.7029915966386555,0.7107412800776645,0.0077496834390089,0.71875,0.72,0.0012499999999999,0.6507575757575758,0.6856060606060607,0.0348484848484849,0.64,0.68,0.04,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LightGBM,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7262366602916842,0.716610166370932,-0.0096264939207522,0.0860141700851281,0.0934195341305851,0.0074053640454569,0.6901562499999999,0.6975,0.00734375,0.759359750606125,0.7480232687841022,-0.0113364818220228,0.7156303536547574,0.7062926640779646,-0.0093376895767927,0.6777259436469963,0.6660951621477939,-0.0116307814992024,0.6581250000000001,0.64375,-0.014375,0.6793031529873634,0.6845791245791245,0.005275971591761,0.6829268292682927,0.6875,0.0045731707317072,0.6674242424242424,0.6106060606060606,-0.0568181818181817,0.66,0.6,-0.06,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LogisticRegression,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7706242189495779,0.7520939630987478,-0.0185302558508301,0.0383027951783573,0.0497144415453292,0.0114116463669718,0.7096874999999999,0.7043750000000001,-0.0053124999999998,0.8086317699889755,0.7857298115789957,-0.0229019584099797,0.7427108887159894,0.7315718547654717,-0.0111390339505177,0.6867410951621478,0.7047820308346624,0.0180409356725146,0.6725,0.6859375,0.0134374999999999,0.6601923076923077,0.6941201227965934,0.0339278151042856,0.6779661016949152,0.7049180327868853,0.02695193109197,0.7272727272727273,0.7106060606060607,-0.0166666666666666,0.72,0.7,-0.02,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,NaiveBayes,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6827323128758536,0.6675418573983167,-0.0151904554775368,0.1204307314365144,0.1261142678494134,0.005683536412899,0.595625,0.6021875,0.0065625,0.7558524332565495,0.7391374357211183,-0.0167149975354311,0.6723644493568521,0.6810534767624531,0.0086890274056009,0.5595691881218198,0.5495691881218197,-0.0100000000000001,0.5328125,0.5271875,-0.0056249999999999,0.6536851506679093,0.6391736564150357,-0.0145114942528736,0.6621621621621622,0.6482758620689655,-0.0138863000931966,0.3193722943722944,0.3375541125541125,0.018181818181818,0.3,0.32,0.02,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,RandomForest,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6693044479886585,0.6803188872088393,0.0110144392201807,0.0810983875376366,0.0745619428372837,-0.0065364447003528,0.6346875,0.6623437499999999,0.0276562499999999,0.7352306659368297,0.7473668492696074,0.0121361833327776,0.673481741830931,0.7013769952863913,0.0278952534554602,0.6323219032429559,0.6547387407913725,0.0224168375484166,0.6125,0.6459375,0.0334375,0.6274754231275971,0.670193642674461,0.0427182195468639,0.6451612903225806,0.6825396825396826,0.0373783922171019,0.6143939393939395,0.6153679653679653,0.0009740259740258,0.6,0.62,0.02,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_Linear,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7348957103502558,0.7639818669722975,0.0290861566220417,0.0543049431011267,0.0508428344493232,-0.0034621086518034,0.6634375,0.7196875,0.05625,0.7921611242788626,0.8164338044398063,0.0242726801609436,0.7178062614708864,0.7383425518211547,0.0205362903502682,0.6604963165489481,0.7012466772993088,0.0407503607503606,0.6315625,0.6903125,0.0587499999999999,0.6825828157349897,0.6851489533011271,0.0025661375661374,0.6870229007633588,0.6949152542372882,0.0078923534739293,0.582034632034632,0.7439393939393939,0.1619047619047618,0.56,0.74,0.1799999999999999,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_RBF,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6156405246357399,0.7087696283868533,0.0931291037511133,0.1628092315113841,0.0405183223494629,-0.1222909091619212,0.61953125,0.6728125,0.05328125,0.6959189591425924,0.7422928283485721,0.0463738692059797,0.6555601228907009,0.692865989777103,0.0373058668864021,0.6054963165489481,0.690983519404572,0.0854872028556239,0.576875,0.6803125,0.1034374999999999,0.6198412698412699,0.6632933307102105,0.0434520608689406,0.6129032258064516,0.6890756302521008,0.0761724044456492,0.5653679653679653,0.7272727272727273,0.161904761904762,0.56,0.72,0.1599999999999999,14.4,14.4,0.0,27,27,0
ADC,ADC,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,XGBoost,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7409005525751937,0.7216599924973132,-0.0192405600778805,0.0503171379620026,0.0610944068695033,0.0107772689075007,0.6875,0.7009375000000001,0.0134375000000001,0.80045558123478,0.7682153097422094,-0.0322402714925705,0.7431664372715189,0.7443310638464016,0.0011646265748826,0.6475093035619353,0.6654279638490165,0.0179186602870812,0.6215625,0.6359375,0.014375,0.677256796438382,0.6807036948558688,0.0034468984174867,0.6818181818181818,0.6771653543307087,-0.004652827487473,0.556060606060606,0.6090909090909091,0.053030303030303,0.54,0.6,0.0599999999999999,14.4,14.4,0.0,27,27,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,ExtraTrees,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6271707390606912,0.6447633316532839,0.0175925925925927,0.1312382931475233,0.0801789361429997,-0.0510593570045236,0.60640625,0.63203125,0.025625,0.6894082934328531,0.6920684408379477,0.0026601474050945,0.6205312533079386,0.6333759907994414,0.0128447374915028,0.6105255563150299,0.5939346472241209,-0.0165909090909089,0.5990625,0.575625,-0.0234375,0.5969871794871795,0.577798280347006,-0.0191888991401735,0.6166666666666667,0.5811965811965812,-0.0354700854700854,0.6138528138528139,0.6237012987012986,0.0098484848484847,0.62,0.62,0.0,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,GradientBoosting,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6787949154336714,0.6733553235706347,-0.0054395918630367,0.1449749422881323,0.1082636035178749,-0.0367113387702573,0.64875,0.6621875,0.0134374999999999,0.7459554531839719,0.7094104717466744,-0.0365449814372975,0.6585339099680702,0.6699394145888857,0.0114055046208155,0.6441247057036531,0.6691002126528441,0.024975506949191,0.6471875,0.6559375000000001,0.00875,0.6952219380505825,0.6624108580630319,-0.0328110799875506,0.706766917293233,0.688,-0.0187669172932331,0.5471861471861472,0.6507575757575758,0.1035714285714285,0.56,0.64,0.0799999999999999,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,KNN,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6829595165599951,0.6491547164513671,-0.0338048001086279,0.0393673962401883,0.0887772818869258,0.0494098856467375,0.6528125,0.62859375,-0.02421875,0.7119475581626612,0.6859691125045816,-0.0259784456580796,0.6839525426751055,0.6847046437734114,0.0007521010983059,0.5818054606212502,0.5836130097972203,0.0018075491759701,0.5759375,0.5846875,0.00875,0.6267213488266119,0.5986001159084323,-0.0281212329181795,0.6466165413533834,0.624,-0.0226165413533834,0.4858225108225108,0.5555194805194805,0.0696969696969697,0.48,0.56,0.08,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LightGBM,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6789928333229769,0.6485387941847273,-0.0304540391382496,0.0925160390271586,0.0815981849075777,-0.0109178541195809,0.6715625,0.63046875,-0.0410937499999999,0.7118481678411108,0.6789457425104863,-0.0329024253306244,0.7223413482804913,0.6402699379021403,-0.082071410378351,0.6344317232475127,0.6751818941292627,0.0407501708817499,0.6246875000000001,0.6728125,0.0481249999999999,0.6357321339330334,0.7177111613876319,0.0819790274545985,0.6446280991735537,0.7313432835820896,0.0867151844085358,0.6403679653679654,0.5701298701298702,-0.0702380952380952,0.64,0.58,-0.06,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LogisticRegression,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7106089028816301,0.6908682288825829,-0.0197406739990472,0.0754266507383426,0.0732232641020893,-0.0022033866362532,0.6940624999999999,0.6796875,-0.0143749999999999,0.7703007871651857,0.7605477556640541,-0.0097530315011316,0.728959176411184,0.718897985764534,-0.01006119064665,0.6921916533758639,0.632343168527379,-0.0598484848484848,0.6803125,0.6246875000000001,-0.0556249999999999,0.6869202417809229,0.6436822555109,-0.0432379862700229,0.6890756302521008,0.6446280991735537,-0.0444475310785471,0.718939393939394,0.6356060606060606,-0.0833333333333333,0.72,0.64,-0.0799999999999999,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,NaiveBayes,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6346598475067374,0.6391127957635134,0.004452948256776,0.1181747993080474,0.0993976107243815,-0.0187771885836659,0.6171874999999999,0.6334375,0.01625,0.7142027139046984,0.7121656817933627,-0.0020370321113356,0.6528076863818422,0.6692575495688847,0.0164498631870425,0.5790094554568238,0.5981615022404496,0.0191520467836258,0.580625,0.610625,0.03,0.667535465329583,0.6822595647595648,0.0147240994299818,0.6896551724137931,0.704225352112676,0.0145701796988828,0.3622294372294372,0.4122294372294372,0.05,0.38,0.44,0.06,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,RandomForest,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6903040199212448,0.6647314567410261,-0.0255725631802187,0.1042604673093757,0.1038037285840631,-0.0004567387253125,0.6693749999999999,0.6490625,-0.0203124999999999,0.7440352645773045,0.7153171352186696,-0.0287181293586349,0.700539821278543,0.6667406580884779,-0.033799163190065,0.6194245082402976,0.6177259436469964,-0.0016985645933011,0.606875,0.6034375000000001,-0.0034374999999999,0.6173416927899686,0.5876923076923076,-0.029649385097661,0.628099173553719,0.603448275862069,-0.02465089769165,0.6325757575757576,0.6674242424242425,0.0348484848484849,0.62,0.66,0.04,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_Linear,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6852405692836314,0.6722398627422551,-0.0130007065413763,0.0992498526505794,0.136615814861801,0.0373659622112216,0.6701562499999999,0.6765625,0.00640625,0.777578107805127,0.7543633115928786,-0.0232147962122484,0.7218992186207908,0.7127832996904916,-0.0091159189302991,0.650265056580846,0.6233206121364016,-0.0269444444444444,0.640625,0.6268750000000001,-0.0137499999999999,0.7127095516569201,0.6359612214266381,-0.0767483302302819,0.7194244604316546,0.6386554621848739,-0.0807689982467807,0.4956709956709956,0.6403679653679654,0.1446969696969697,0.5,0.66,0.16,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_RBF,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6417757030316839,0.6967722221071504,0.0549965190754665,0.1178975329947066,0.0255392651240351,-0.0923582678706715,0.6325,0.6706249999999999,0.0381249999999999,0.7248541975715217,0.7672278166555262,0.0423736190840045,0.681512108373201,0.7057805761531506,0.0242684677799496,0.6051387939545834,0.6333963697121592,0.0282575757575758,0.5959375,0.64375,0.0478125,0.6535885167464114,0.6645614035087719,0.0109728867623605,0.6564885496183206,0.6875,0.0310114503816794,0.5191558441558441,0.5805194805194805,0.0613636363636364,0.52,0.6,0.0799999999999999,12.4,12.4,0.0,38,38,0
ADC,ADC,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,XGBoost,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6154021302107426,0.6127292749780789,-0.0026728552326636,0.1316290028997875,0.0927693890357901,-0.0388596138639973,0.6174999999999999,0.613125,-0.0043749999999999,0.6713945457037085,0.6478963037377029,-0.0234982419660055,0.6224667968821155,0.6114276655750729,-0.0110391313070425,0.612270638718007,0.6250337966127439,0.0127631578947369,0.60375,0.6259375,0.0221875,0.6581239483431851,0.6448306595365418,-0.0132932888066432,0.6666666666666666,0.671875,0.0052083333333333,0.5206709956709956,0.5805194805194805,0.0598484848484849,0.52,0.58,0.0599999999999999,12.4,12.4,0.0,38,38,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6367141300964831,0.6546101774042951,0.0178960473078119,0.1040218646411435,0.0935903374499282,-0.0104315271912153,0.6155348557692308,0.6334134615384616,0.0178786057692307,0.7293205678691018,0.7520511989453526,0.0227306310762507,0.7117186263109354,0.7265414944671009,0.0148228681561655,0.6412605042016807,0.6258636788048553,-0.0153968253968254,0.6105769230769231,0.5895432692307692,-0.0210336538461539,0.6339752567693744,0.6157109557109558,-0.0182643010584185,0.64,0.6356589147286822,-0.0043410852713178,0.6142857142857142,0.5634920634920635,-0.0507936507936507,0.5961538461538461,0.5384615384615384,-0.0576923076923077,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5635329131652661,0.5952423747276688,0.0317094615624027,0.0279027160109888,0.0780755000151263,0.0501727840041374,0.5973557692307692,0.6652644230769231,0.0679086538461539,0.6547242313357724,0.6949251955292619,0.0402009641934895,0.6256590232172476,0.7249346219196637,0.099275598702416,0.5715219421101774,0.6218137254901961,0.0502917833800187,0.5715144230769231,0.6532451923076923,0.0817307692307691,0.6356612432206926,0.6062741312741313,-0.0293871119465612,0.6845637583892618,0.6825396825396826,-0.0020240758495791,0.392063492063492,0.6416666666666666,0.2496031746031746,0.3461538461538461,0.6346153846153846,0.2884615384615385,12.0,12.0,0.0,29,29,0
