Single_Tag,Dataset,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6228509181450358,0.6106870525988173,-0.0121638655462185,0.0820326902533655,0.1103771157891939,0.0283444255358284,0.5984074519230769,0.6024639423076924,0.0040564903846155,0.6678935612590853,0.6373575565095179,-0.0305360047495674,0.6471293440945846,0.6723875892037675,0.0252582451091829,0.5550560224089636,0.5673809523809524,0.0123249299719888,0.5306490384615384,0.5414663461538461,0.0108173076923077,0.6021128462988928,0.5742124542124543,-0.0279003920864385,0.6438356164383562,0.6119402985074627,-0.0318953179308935,0.3595238095238094,0.4547619047619047,0.0952380952380952,0.3269230769230769,0.4423076923076923,0.1153846153846153,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6074042950513538,0.5476556178026766,-0.0597486772486772,0.0608781756036389,0.092139722157314,0.0312615465536751,0.6188401442307692,0.5754206730769231,-0.043419471153846,0.6867349748987832,0.6280476313128206,-0.0586873435859626,0.6602846246965196,0.582418275441392,-0.0778663492551275,0.5906045751633987,0.5629341736694677,-0.0276704014939309,0.5973557692307692,0.5745192307692308,-0.0228365384615383,0.6025669581477204,0.5934215519824229,-0.0091454061652975,0.6461538461538462,0.6470588235294118,0.0009049773755656,0.5361111111111112,0.4654761904761905,-0.0706349206349207,0.5384615384615384,0.4615384615384615,-0.0769230769230769,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6407874260815437,0.6329131652661064,-0.0078742608154372,0.0803573265959385,0.07507629891447,-0.0052810276814685,0.657752403846154,0.6547475961538461,-0.0030048076923078,0.7056643082064721,0.6942322529895871,-0.0114320552168849,0.6982625647649804,0.692824606673198,-0.0054379580917823,0.617577030812325,0.6070728291316526,-0.0105042016806723,0.6111778846153846,0.5973557692307692,-0.0138221153846154,0.6347821730318144,0.6178878568971449,-0.0168943161346695,0.6716417910447762,0.6461538461538462,-0.0254879448909299,0.5547619047619048,0.569047619047619,0.0142857142857142,0.5192307692307693,0.5384615384615384,0.0192307692307691,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,NaiveBayes,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6434866168689698,0.635140056022409,-0.0083465608465608,0.0124589405932948,0.0416072832278833,0.0291483426345884,0.6421274038461539,0.6421274038461539,0.0,0.6870108872921012,0.6805342957081522,-0.006476591583949,0.6761842238524418,0.6816141435559191,0.0054299197034772,0.5525816993464052,0.5478104575163398,-0.0047712418300653,0.5378605769230769,0.5318509615384616,-0.0060096153846153,0.6746776556776558,0.6654315196998124,-0.0092461359778434,0.7065868263473054,0.6951219512195121,-0.0114648751277932,0.1722222222222222,0.1944444444444444,0.0222222222222222,0.1538461538461538,0.173076923076923,0.0192307692307691,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,RandomForest,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6184453781512604,0.6359259259259259,0.0174805477746654,0.0576690702301806,0.0469613086319731,-0.0107077615982075,0.6268028846153846,0.6574519230769231,0.0306490384615385,0.7283584132382799,0.7149149663800225,-0.0134434468582573,0.6902459158065961,0.702523157706036,0.0122772418994399,0.6385387488328665,0.6385387488328665,0.0,0.6382211538461539,0.6382211538461539,0.0,0.6501377725383728,0.6520944232982,0.0019566507598272,0.6917293233082706,0.6917293233082706,0.0,0.584920634920635,0.584920634920635,0.0,0.5576923076923077,0.5576923076923077,0.0,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,SVM_Linear,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6668152816682229,0.6450871459694989,-0.021728135698724,0.049415296440186,0.0626675529958658,0.0132522565556797,0.6086237980769231,0.6313100961538461,0.022686298076923,0.7169979337363278,0.6997214115508636,-0.0172765221854641,0.6792294264940694,0.6703885232912699,-0.0088409032027995,0.5345588235294118,0.6509920634920634,0.1164332399626516,0.515625,0.6165865384615384,0.1009615384615384,0.6105555555555555,0.6463157894736843,0.0357602339181287,0.6535947712418301,0.65625,0.0026552287581699,0.275,0.6019841269841271,0.326984126984127,0.25,0.5769230769230769,0.3269230769230768,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6986655773420478,0.6103213507625271,-0.0883442265795206,0.1263287252372711,0.1854744392894451,0.059145714052174,0.6406250000000001,0.6024639423076923,-0.0381610576923078,0.7841293516827197,0.7028359139780329,-0.0812934377046867,0.7059368539662991,0.6809304820507789,-0.0250063719155202,0.6016339869281045,0.6332516339869281,0.0316176470588235,0.5691105769230769,0.6015625,0.0324519230769231,0.6301470588235294,0.5004310344827586,-0.1297160243407707,0.6619718309859155,0.5471698113207547,-0.1148020196651607,0.4444444444444445,0.7194444444444444,0.2749999999999999,0.4038461538461538,0.75,0.3461538461538462,12.0,12.0,0.0,29,29,0
Post1,Post1,corr_mrmr_auto_k,corr_mrmr,XGBoost,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6454209461562403,0.6504061624649861,0.0049852163087457,0.0434352892751246,0.0485262523734568,0.0050909630983322,0.6490384615384615,0.665264423076923,0.0162259615384615,0.7120775186177017,0.7215183713025042,0.0094408526848024,0.6673657340988152,0.7015371725140478,0.0341714384152326,0.6199463118580766,0.631078431372549,0.0111321195144724,0.625,0.6364182692307692,0.0114182692307691,0.6440398761130468,0.6510167310167311,0.0069768549036842,0.6956521739130435,0.6962962962962963,0.0006441223832528,0.5242063492063492,0.55,0.0257936507936508,0.5,0.5384615384615384,0.0384615384615384,12.0,12.0,0.0,29,29,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,ExtraTrees,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6646226268285091,0.689360410830999,0.0247377840024898,0.1003108858992394,0.0940663838946559,-0.0062445020045834,0.6986177884615384,0.6977163461538461,-0.0009014423076922,0.7562697765822523,0.7693580360195732,0.0130882594373209,0.7582358785458185,0.7615384948947135,0.0033026163488949,0.6295424836601308,0.6465359477124183,0.0169934640522875,0.6568509615384616,0.6742788461538461,0.0174278846153845,0.5956984657796017,0.6074631716619546,0.0117647058823529,0.6721311475409836,0.6885245901639344,0.0163934426229508,0.6888888888888889,0.711111111111111,0.0222222222222221,0.6730769230769231,0.6923076923076923,0.0192307692307691,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,GradientBoosting,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6725451291627762,0.613391690009337,-0.0591534391534391,0.0614430718897271,0.0380243514538296,-0.0234187204358975,0.6705228365384616,0.6068209134615384,-0.0637019230769231,0.7413468052160916,0.6967334390648762,-0.0446133661512154,0.7282339979954245,0.6799471607401042,-0.0482868372553203,0.6220704948646125,0.5420658263305322,-0.0800046685340802,0.6075721153846154,0.5715144230769231,-0.0360576923076922,0.6370744389709906,0.5182730578326993,-0.1188013811382913,0.6811594202898551,0.5833333333333334,-0.0978260869565217,0.4853174603174602,0.5845238095238094,0.0992063492063492,0.4807692307692308,0.5961538461538461,0.1153846153846153,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,KNN,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.743167211328976,0.7672478991596638,0.0240806878306878,0.1003434110195496,0.0981678212557853,-0.0021755897637643,0.7433894230769231,0.7647235576923077,0.0213341346153845,0.7650054883197297,0.798354315666422,0.0333488273466923,0.7959809455319256,0.8150282786635179,0.0190473331315923,0.6684290382819794,0.6785504201680672,0.0101213818860877,0.6748798076923077,0.7049278846153846,0.0300480769230768,0.6675019272186857,0.6263520871143375,-0.0411498401043481,0.7175572519083969,0.7008547008547008,-0.0167025510536961,0.6329365079365079,0.7869047619047619,0.1539682539682539,0.6153846153846154,0.7692307692307693,0.1538461538461538,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LightGBM,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6508687363834422,0.6673257080610022,0.0164569716775599,0.0962027758336973,0.0448447519750623,-0.051358023858635,0.6553485576923077,0.6197415865384616,-0.0356069711538461,0.7273844737110899,0.7277429699020888,0.0003584961909988,0.700358887224775,0.6435222956856064,-0.0568365915391686,0.5429761904761905,0.5848996265172736,0.041923436041083,0.5835336538461539,0.5973557692307692,0.0138221153846153,0.5403385285738227,0.5873082402494167,0.046969711675594,0.6190476190476191,0.6461538461538462,0.0271062271062271,0.5392857142857143,0.532936507936508,-0.0063492063492062,0.5576923076923077,0.5384615384615384,-0.0192307692307692,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LogisticRegression,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.687014472455649,0.6936749144102086,0.0066604419545596,0.0976899361538669,0.0861126177234923,-0.0115773184303746,0.7436899038461539,0.743389423076923,-0.0003004807692308,0.7355568240780188,0.7395266672889487,0.0039698432109298,0.7705860861338013,0.7730873698460934,0.002501283712292,0.6632703081232492,0.658578431372549,-0.0046918767507001,0.6959134615384616,0.6881009615384616,-0.0078125,0.647061403508772,0.6409705715902659,-0.006090831918506,0.7244094488188977,0.7142857142857143,-0.0101237345331833,0.6892857142857143,0.6916666666666667,0.0023809523809523,0.6730769230769231,0.6730769230769231,0.0,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,NaiveBayes,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7015468409586058,0.7060076252723311,0.0044607843137253,0.0382823078991677,0.0390461400861133,0.0007638321869455,0.7013221153846154,0.7091346153846153,0.0078124999999998,0.7483989018129524,0.7525031189465812,0.0041042171336287,0.7404062067046328,0.7508879040545242,0.0104816973498914,0.5452007469654528,0.5751517273576097,0.0299509803921568,0.5643028846153846,0.5871394230769231,0.0228365384615385,0.6383389074693423,0.6451945080091533,0.006855600539811,0.7006369426751592,0.7019867549668874,0.0013498122917282,0.2841269841269841,0.3757936507936508,0.0916666666666666,0.2692307692307692,0.3461538461538461,0.0769230769230768,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,RandomForest,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6835496420790539,0.7009430438842202,0.0173934018051663,0.0881348058321811,0.0929904789475479,0.0048556731153668,0.6935096153846154,0.7175480769230769,0.0240384615384614,0.7586730162363571,0.7692098690968938,0.0105368528605367,0.7355240083087071,0.7567304441543883,0.0212064358456811,0.6400676937441643,0.6374883286647993,-0.0025793650793649,0.6514423076923077,0.6724759615384616,0.0210336538461538,0.6387268302785544,0.621187147738872,-0.0175396825396824,0.6875,0.6935483870967742,0.0060483870967742,0.6115079365079366,0.6730158730158731,0.0615079365079365,0.6153846153846154,0.6730769230769231,0.0576923076923077,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_Linear,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7064612511671335,0.7093930905695611,0.0029318394024275,0.0685291037406294,0.0915527286815818,0.0230236249409524,0.7193509615384616,0.744140625,0.0247896634615384,0.7742573438100031,0.7535593739446229,-0.0206979698653801,0.7815473193909858,0.8013510963219737,0.0198037769309878,0.6643090569561158,0.6658496732026143,0.0015406162464985,0.6544471153846154,0.6748798076923077,0.0204326923076922,0.687922748046587,0.6689932126696833,-0.0189295353769037,0.7361111111111112,0.7175572519083969,-0.0185538592027142,0.4992063492063493,0.6277777777777778,0.1285714285714284,0.4807692307692308,0.6153846153846154,0.1346153846153846,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_RBF,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6171062869592281,0.7115149393090568,0.0944086523498287,0.193036696093322,0.0998157554415249,-0.093220940651797,0.6932091346153846,0.7510516826923077,0.0578425480769231,0.7242031517737046,0.786478322777017,0.0622751710033123,0.7709541585479053,0.8231903139340171,0.0522361553861118,0.6274626517273576,0.6546218487394958,0.0271591970121382,0.6123798076923077,0.6742788461538461,0.0618990384615384,0.6775147316451664,0.6251023486317604,-0.052412383013406,0.7236842105263158,0.6885245901639344,-0.0351596203623814,0.401984126984127,0.719047619047619,0.317063492063492,0.3653846153846153,0.6923076923076923,0.326923076923077,7.2,7.2,0.0,17,17,0
Post1,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,XGBoost,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.6165725178960473,0.6293713040771864,0.0127987861811391,0.0732443786168221,0.0601510341169361,-0.013093344499886,0.6547475961538461,0.6496394230769231,-0.005108173076923,0.7157322499285174,0.7218256625310884,0.006093412602571,0.708428083114168,0.6930806815819858,-0.0153474015321822,0.6128734827264238,0.6347712418300653,0.0218977591036414,0.6478365384615384,0.6376201923076923,-0.0102163461538461,0.617131834067318,0.6135059871901977,-0.0036258468771203,0.696969696969697,0.6612903225806451,-0.0356793743890518,0.5884920634920634,0.6444444444444445,0.055952380952381,0.5769230769230769,0.6346153846153846,0.0576923076923077,7.2,7.2,0.0,17,17,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,ExtraTrees,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6278454715219421,0.6324097416744475,0.0045642701525053,0.0962450838302782,0.1185107346041006,0.0222656507738223,0.6643629807692307,0.6664663461538461,0.0021033653846154,0.7332398982537391,0.713505404574237,-0.0197344936795021,0.7568384850355959,0.7335993355297097,-0.0232391495058862,0.5773015873015873,0.6144631185807656,0.0371615312791783,0.6027644230769231,0.6472355769230769,0.0444711538461537,0.563122949086438,0.5896770662287903,0.0265541171423523,0.6290322580645161,0.6666666666666666,0.0376344086021505,0.607936507936508,0.6587301587301587,0.0507936507936507,0.5961538461538461,0.6538461538461539,0.0576923076923077,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,GradientBoosting,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6239523031434797,0.6373350451291628,0.0133827419856831,0.075461546624691,0.0856829036712293,0.0102213570465383,0.630859375,0.6361177884615384,0.0052584134615384,0.7081864335454682,0.7259302621758577,0.0177438286303894,0.6751016519550992,0.7009626572441631,0.0258610052890638,0.5786297852474324,0.5762628384687207,-0.0023669467787116,0.5955528846153846,0.6021634615384616,0.0066105769230769,0.6021567021567023,0.5308095238095238,-0.0713471783471784,0.6515151515151515,0.591304347826087,-0.0602108036890645,0.5003968253968254,0.6646825396825398,0.1642857142857143,0.5192307692307693,0.6730769230769231,0.1538461538461538,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,KNN,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6358220510426392,0.6270627139744787,-0.0087593370681605,0.1358198206558619,0.0964479962822177,-0.0393718243736442,0.6807391826923077,0.6573016826923076,-0.0234375000000001,0.6656696863027539,0.6503977257426229,-0.015271960560131,0.7155067131584585,0.6780968165685419,-0.0374098965899165,0.6080532212885155,0.6052287581699346,-0.0028244631185808,0.6207932692307692,0.6316105769230769,0.0108173076923077,0.6130795882362748,0.5787148798913504,-0.0343647083449244,0.6766917293233082,0.6446280991735537,-0.0320636301497545,0.5357142857142857,0.6555555555555556,0.1198412698412698,0.5384615384615384,0.6538461538461539,0.1153846153846154,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LightGBM,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.612797619047619,0.6254302832244008,0.0126326641767817,0.1202121638829996,0.0450673632421849,-0.0751448006408146,0.6245492788461539,0.6173377403846154,-0.0072115384615384,0.6693953123291,0.7087795339616358,0.0393842216325358,0.6551207428614029,0.6872631388383721,0.0321423959769692,0.5791666666666666,0.5961134453781513,0.0169467787114846,0.5895432692307692,0.5757211538461539,-0.0138221153846153,0.5935564135564135,0.5884531590413944,-0.0051032545150191,0.6356589147286822,0.608,-0.0276589147286822,0.525,0.5392857142857144,0.0142857142857143,0.5384615384615384,0.5576923076923077,0.0192307692307692,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LogisticRegression,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6207127295362589,0.6278345782757547,0.0071218487394958,0.1006522859178857,0.1004287269107355,-0.0002235590071502,0.6643629807692307,0.6619591346153847,-0.002403846153846,0.7199695483545344,0.7201284898079301,0.0001589414533956,0.714050891435455,0.7138325988680746,-0.0002182925673803,0.5798202614379084,0.5815359477124182,0.0017156862745097,0.6069711538461539,0.6147836538461539,0.0078125,0.5830209241499564,0.5860823362061752,0.0030614120562187,0.6511627906976745,0.6615384615384615,0.010375670840787,0.5694444444444444,0.5611111111111111,-0.0083333333333333,0.5576923076923077,0.5576923076923077,0.0,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,NaiveBayes,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6493565203859322,0.6583512293806412,0.008994708994709,0.1096217643506658,0.0954056929426743,-0.0142160714079914,0.6783353365384615,0.6834435096153845,0.005108173076923,0.689919979380628,0.6984848032792522,0.0085648238986242,0.7149789812790723,0.7204834664248103,0.0055044851457379,0.5384967320261438,0.5611157796451913,0.0226190476190475,0.5793269230769231,0.6081730769230769,0.0288461538461537,0.6221870270650759,0.6335144848774691,0.0113274578123931,0.6933333333333334,0.7074829931972789,0.0141496598639455,0.3444444444444444,0.3896825396825397,0.0452380952380953,0.3461538461538461,0.4038461538461538,0.0576923076923077,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,RandomForest,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6278750389044507,0.6433395580454404,0.0154645191409896,0.0886345717143817,0.0833020571491827,-0.0053325145651989,0.6637620192307694,0.6751802884615384,0.011418269230769,0.7269331598089082,0.7405435391435988,0.0136103793346906,0.7400055834811421,0.7441665107821827,0.0041609273010405,0.5818160597572362,0.6727474323062558,0.0909313725490196,0.6123798076923077,0.6742788461538461,0.0618990384615384,0.5677528789293496,0.6509570494864613,0.0832041705571117,0.6341463414634146,0.6885245901639344,0.0543782487005197,0.6087301587301587,0.7003968253968254,0.0916666666666666,0.6153846153846154,0.6923076923076923,0.0769230769230768,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_Linear,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6086367880485527,0.6159298163709928,0.00729302832244,0.0976794787276907,0.1155219007672996,0.0178424220396088,0.6307091346153847,0.666766826923077,0.0360576923076922,0.6850290743663856,0.6935835132695375,0.0085544389031518,0.7249940405691764,0.7089821759519198,-0.0160118646172565,0.5817927170868347,0.596031746031746,0.0142390289449113,0.5691105769230769,0.6201923076923077,0.0510817307692308,0.6217663000159412,0.584920634920635,-0.0368456650953062,0.6619718309859155,0.6451612903225806,-0.0168105406633348,0.4047619047619047,0.6253968253968253,0.2206349206349205,0.4038461538461538,0.6153846153846154,0.2115384615384616,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_RBF,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.5615001556178028,0.5638546529723001,0.0023544973544973,0.1505403672353514,0.1477246593009949,-0.0028157079343565,0.5787259615384616,0.6189903846153847,0.0402644230769231,0.6624155045906995,0.6627592511117836,0.000343746521084,0.6710160106177607,0.6990574719878404,0.0280414613700796,0.5278711484593838,0.560749299719888,0.0328781512605041,0.5258413461538461,0.5691105769230769,0.0432692307692307,0.50002886002886,0.4517410951621478,-0.0482877648667122,0.5909090909090909,0.5486725663716814,-0.0422365245374095,0.4047619047619047,0.6607142857142858,0.2559523809523811,0.4423076923076923,0.6538461538461539,0.2115384615384615,12.0,12.0,0.0,38,38,0
Post1,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,XGBoost,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.6584889511360099,0.6325233426704016,-0.0259656084656083,0.0504314803085377,0.0824274384838373,0.0319959581752995,0.6754807692307693,0.6556490384615384,-0.0198317307692308,0.7035892026889469,0.7156206669314839,0.0120314642425369,0.6985680304154177,0.7170584227108391,0.0184903922954213,0.6206349206349207,0.5957049486461251,-0.0249299719887955,0.6183894230769231,0.6219951923076923,0.0036057692307691,0.6173463069438302,0.5718317630082336,-0.0455145439355966,0.6507936507936508,0.639344262295082,-0.0114493884985688,0.6079365079365079,0.6365079365079366,0.0285714285714286,0.5961538461538461,0.6346153846153846,0.0384615384615384,12.0,12.0,0.0,38,38,0
Post2,Post2,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6997081930415263,0.7124102132435466,0.0127020202020202,0.1423383772603817,0.161397055968359,0.0190586787079772,0.6696745562130179,0.6943786982248522,0.0247041420118343,0.7742551767896532,0.7714653581750618,-0.0027898186145913,0.7442427316555189,0.7378723722115135,-0.0063703594440054,0.6447601010101011,0.6803156565656565,0.0355555555555554,0.6365384615384615,0.6634615384615385,0.026923076923077,0.6227118241235888,0.6437593324549846,0.0210475083313957,0.6446280991735537,0.6666666666666666,0.0220385674931129,0.6777777777777778,0.7377777777777778,0.0599999999999999,0.6730769230769231,0.7115384615384616,0.0384615384615384,8.4,8.4,0.0,25,25,0
Post2,Post2,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6851837822671156,0.6990509259259261,0.0138671436588104,0.1395957554970608,0.1554615980572294,0.0158658425601685,0.6532544378698225,0.6665680473372781,0.0133136094674556,0.7559481768344097,0.7604981508780628,0.004549974043653,0.7243684743581131,0.7099146496998521,-0.014453824658261,0.5701767676767677,0.6680934343434344,0.0979166666666666,0.5403846153846154,0.6480769230769231,0.1076923076923077,0.6410929926887373,0.6440224909190426,0.0029294982303053,0.6577181208053692,0.6440677966101694,-0.0136503241951997,0.3688888888888889,0.7022222222222222,0.3333333333333333,0.3269230769230769,0.7115384615384616,0.3846153846153846,8.4,8.4,0.0,25,25,0
Post2,Post2,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6091919191919193,0.6397390572390573,0.030547138047138,0.0960156136335247,0.0852895598969973,-0.0107260537365274,0.5939349112426036,0.6211538461538462,0.0272189349112426,0.6924472952007004,0.708316937477621,0.0158696422769206,0.6467325165853037,0.6847662704389801,0.0380337538536763,0.5812752525252526,0.5847601010101009,0.0034848484848483,0.5653846153846154,0.5692307692307692,0.0038461538461538,0.6306666666666667,0.5842424242424242,-0.0464242424242424,0.6524822695035462,0.609375,-0.0431072695035461,0.4533333333333333,0.5577777777777777,0.1044444444444444,0.4230769230769231,0.5384615384615384,0.1153846153846153,8.4,8.4,0.0,25,25,0
Post2,Post2,corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7437556116722783,0.7369703984287318,-0.0067852132435465,0.1195637965077793,0.1237676641925296,0.0042038676847502,0.6923076923076923,0.6513313609467456,-0.0409763313609466,0.820323679406593,0.8163729412938906,-0.0039507381127024,0.7435191731056903,0.6959974711191044,-0.0475217019865858,0.7039898989898989,0.6946843434343434,-0.0093055555555555,0.6730769230769231,0.6711538461538462,-0.0019230769230769,0.709161712319607,0.6917948717948718,-0.0173668405247352,0.703125,0.7076923076923077,0.0045673076923077,0.6822222222222222,0.6511111111111111,-0.031111111111111,0.6538461538461539,0.6346153846153846,-0.0192307692307692,8.4,8.4,0.0,25,25,0
