fpr,tpr,threshold
0.0,0.0,inf
0.019230769230769232,0.0,0.9362639189847818
0.038461538461538464,0.0,0.9322259027256324
0.038461538461538464,0.06153846153846154,0.8521844474148452
0.057692307692307696,0.06153846153846154,0.8509709297486714
0.057692307692307696,0.15384615384615385,0.8034194924142826
0.07692307692307693,0.15384615384615385,0.7825863461486198
0.07692307692307693,0.16923076923076924,0.7711193823946131
0.09615384615384616,0.16923076923076924,0.7658559572246704
0.09615384615384616,0.18461538461538463,0.7637518844017617
0.11538461538461539,0.18461538461538463,0.759806600632052
0.15384615384615385,0.18461538461538463,0.7540452246348923
0.15384615384615385,0.2,0.7538996718112024
0.17307692307692307,0.2,0.7396916140077603
0.17307692307692307,0.2153846153846154,0.7270966980396049
0.19230769230769232,0.2153846153846154,0.7267656475767279
0.19230769230769232,0.2923076923076923,0.7144962074457848
0.2692307692307692,0.2923076923076923,0.6852104186988089
0.2692307692307692,0.3230769230769231,0.6804066391676349
0.28846153846153844,0.3230769230769231,0.6765035543808744
0.28846153846153844,0.35384615384615387,0.673449475223798
0.3269230769230769,0.35384615384615387,0.6530693501792252
0.3269230769230769,0.36923076923076925,0.6515987887420029
0.34615384615384615,0.36923076923076925,0.646887611911203
0.34615384615384615,0.38461538461538464,0.639944465322632
0.36538461538461536,0.38461538461538464,0.6396092534325878
0.36538461538461536,0.4,0.6354512430301943
0.40384615384615385,0.4,0.6279777444224368
0.40384615384615385,0.4307692307692308,0.5899887660789664
0.4423076923076923,0.4307692307692308,0.5612360106999793
0.4423076923076923,0.5076923076923077,0.5235078867742322
0.5,0.5076923076923077,0.5119754685725652
0.5,0.5230769230769231,0.5116575002363046
0.5192307692307693,0.5230769230769231,0.5048739719406521
0.5192307692307693,0.5384615384615384,0.5019211516822462
0.5576923076923077,0.5384615384615384,0.49782741099265765
0.5576923076923077,0.5692307692307692,0.47918861087768394
0.5961538461538461,0.5692307692307692,0.4562658053367897
0.5961538461538461,0.6307692307692307,0.4453065083124619
0.6153846153846154,0.6307692307692307,0.4371764342390017
0.6153846153846154,0.6615384615384615,0.4233991867746377
0.6346153846153846,0.6615384615384615,0.4222579303819111
0.6346153846153846,0.6923076923076923,0.4139512163070771
0.6538461538461539,0.6923076923076923,0.41349470566064156
0.6538461538461539,0.7384615384615385,0.38239732797569026
0.6730769230769231,0.7384615384615385,0.38103791447267205
0.6730769230769231,0.7538461538461538,0.3787648508603291
0.7115384615384616,0.7538461538461538,0.36706848650602514
0.7115384615384616,0.7692307692307693,0.36578819277915436
0.7307692307692307,0.7692307692307693,0.3641913724072083
0.7307692307692307,0.8307692307692308,0.3376195953424219
0.75,0.8307692307692308,0.332765480708978
0.75,0.8615384615384616,0.32251801928110096
0.7692307692307693,0.8615384615384616,0.31487317178526136
0.7692307692307693,0.9230769230769231,0.28311703154216855
0.7884615384615384,0.9230769230769231,0.2805276015430218
0.7884615384615384,0.9384615384615385,0.2739445480266388
0.8461538461538461,0.9384615384615385,0.25979489860876365
0.8461538461538461,0.9538461538461539,0.25093424422110167
0.8653846153846154,0.9538461538461539,0.23708242592135229
0.8846153846153846,0.9692307692307692,0.22339338112148108
0.9230769230769231,0.9692307692307692,0.22096814837186876
0.9230769230769231,1.0,0.2180303807401088
1.0,1.0,0.12151320603880497
