metric,mean,std,min,max,pooled
AUC,0.7327777777777778,0.05979862486210986,0.6428571428571429,0.8154761904761905,0.7092063492063492
PR_AUC,0.7579410256343889,0.12399811598814112,0.5476719114219114,0.9128349824778395,0.7263901570324591
Accuracy,0.6903221288515405,0.08174819881296742,0.5833333333333334,0.8,0.6814159292035398
Bal_Accuracy,0.6775,0.06266193433507504,0.5857142857142856,0.7569444444444444,0.670952380952381
F1_Score,0.7222907607779688,0.1089755505802045,0.5454545454545454,0.8666666666666667,0.7272727272727273
Precision,0.6948323735088441,0.13199911064977907,0.5,0.8461538461538461,0.6956521739130435
Recall,0.7723809523809523,0.1395764387800987,0.6,0.9285714285714286,0.7619047619047619
