Model,Threshold,Net_Benefit
LogisticRegression,0.01,0.5510662177328844
LogisticRegression,0.02,0.546485260770975
LogisticRegression,0.03,0.5418098510882017
LogisticRegression,0.04,0.5370370370370371
LogisticRegression,0.05,0.52361673414305
LogisticRegression,0.060000000000000005,0.519185306419349
LogisticRegression,0.06999999999999999,0.5141990625861594
LogisticRegression,0.08,0.5091044221479004
LogisticRegression,0.09,0.5038978115901194
LogisticRegression,0.09999999999999999,0.49857549857549865
LogisticRegression,0.11,0.4845865744742149
LogisticRegression,0.12,0.479020979020979
LogisticRegression,0.13,0.4733274388446802
LogisticRegression,0.14,0.4675014907573047
LogisticRegression,0.15000000000000002,0.4630467571644042
LogisticRegression,0.16,0.4517704517704518
LogisticRegression,0.17,0.44763670064874883
LogisticRegression,0.18000000000000002,0.4417344173441734
LogisticRegression,0.19,0.43568639864936165
LogisticRegression,0.2,0.42307692307692313
LogisticRegression,0.21000000000000002,0.4191279887482419
LogisticRegression,0.22,0.4043392504930966
LogisticRegression,0.23,0.3979353979353979
LogisticRegression,0.24000000000000002,0.3994601889338731
LogisticRegression,0.25,0.3874643874643875
LogisticRegression,0.26,0.3841533841533841
LogisticRegression,0.27,0.377824610701323
LogisticRegression,0.28,0.37132003798670465
LogisticRegression,0.29000000000000004,0.3646322378716744
LogisticRegression,0.3,0.3492063492063492
LogisticRegression,0.31,0.34980800198191503
LogisticRegression,0.32,0.33433886375062843
LogisticRegression,0.33,0.3272101033295063
LogisticRegression,0.34,0.3027713027713027
LogisticRegression,0.35000000000000003,0.29980276134122286
LogisticRegression,0.36000000000000004,0.28846153846153844
LogisticRegression,0.37,0.27730294396961064
LogisticRegression,0.38,0.2696443341604632
LogisticRegression,0.39,0.2695810564663023
LogisticRegression,0.4,0.26210826210826205
LogisticRegression,0.41000000000000003,0.2543821526872374
LogisticRegression,0.42000000000000004,0.23784261715296193
LogisticRegression,0.43,0.24246513720197935
LogisticRegression,0.44,0.24114774114774115
LogisticRegression,0.45,0.23310023310023312
LogisticRegression,0.46,0.23203545425767647
LogisticRegression,0.47000000000000003,0.2227060151588453
LogisticRegression,0.48000000000000004,0.20578566732412884
LogisticRegression,0.49,0.1967487849840791
LogisticRegression,0.5,0.18803418803418803
LogisticRegression,0.51,0.16710273853130997
LogisticRegression,0.52,0.15455840455840453
LogisticRegression,0.53,0.14293507910529185
LogisticRegression,0.54,0.1389817911557042
LogisticRegression,0.55,0.13675213675213674
LogisticRegression,0.56,0.15462315462315462
LogisticRegression,0.5700000000000001,0.16279069767441862
LogisticRegression,0.5800000000000001,0.14285714285714282
LogisticRegression,0.59,0.13133208255159476
LogisticRegression,0.6,0.10256410256410257
LogisticRegression,0.61,0.09072978303747535
LogisticRegression,0.62,0.08726945569050833
LogisticRegression,0.63,0.08108108108108109
LogisticRegression,0.64,0.07597340930674265
LogisticRegression,0.65,0.06471306471306469
LogisticRegression,0.66,0.05329311211664152
LogisticRegression,0.67,0.050246050246050236
LogisticRegression,0.68,0.038461538461538436
LogisticRegression,0.6900000000000001,0.026468155500413523
LogisticRegression,0.7000000000000001,0.022792022792022762
LogisticRegression,0.7100000000000001,0.022693781314470945
LogisticRegression,0.72,0.01953601953601955
LogisticRegression,0.73,0.007597340930674282
LogisticRegression,0.74,0.0039447731755424265
LogisticRegression,0.75,0.0
LogisticRegression,0.76,-0.012820512820512817
LogisticRegression,0.77,-0.026012634708286887
LogisticRegression,0.78,-0.048174048174048176
LogisticRegression,0.79,-0.05372405372405374
LogisticRegression,0.8,-0.02564102564102566
LogisticRegression,0.81,-0.0022492127755285793
LogisticRegression,0.8200000000000001,-0.013295346628679983
LogisticRegression,0.8300000000000001,-0.016088486676721997
LogisticRegression,0.8400000000000001,-0.019230769230769267
LogisticRegression,0.85,-0.02279202279202279
LogisticRegression,0.86,-0.026862026862026864
LogisticRegression,0.87,-0.03155818540433925
LogisticRegression,0.88,-0.0455840455840456
LogisticRegression,0.89,0.017094017094017096
LogisticRegression,0.9,0.017094017094017096
LogisticRegression,0.91,0.017094017094017096
LogisticRegression,0.92,0.017094017094017096
LogisticRegression,0.93,0.017094017094017096
LogisticRegression,0.9400000000000001,0.017094017094017096
LogisticRegression,0.9500000000000001,0.008547008547008548
LogisticRegression,0.9600000000000001,0.008547008547008548
LogisticRegression,0.97,0.0
LogisticRegression,0.98,0.0
LogisticRegression,0.99,0.0
SVM_RBF,0.01,0.5510662177328844
SVM_RBF,0.02,0.546485260770975
SVM_RBF,0.03,0.5418098510882017
SVM_RBF,0.04,0.5370370370370371
SVM_RBF,0.05,0.5321637426900585
SVM_RBF,0.060000000000000005,0.5271867612293144
SVM_RBF,0.06999999999999999,0.5221027479091995
SVM_RBF,0.08,0.508361204013378
SVM_RBF,0.09,0.5038978115901194
SVM_RBF,0.09999999999999999,0.49857549857549865
SVM_RBF,0.11,0.47709593777009507
SVM_RBF,0.12,0.4728049728049728
SVM_RBF,0.13,0.45878770016701054
SVM_RBF,0.14,0.45319022063208114
SVM_RBF,0.15000000000000002,0.44746103569632983
SVM_RBF,0.16,0.44322344322344326
SVM_RBF,0.17,0.4305426835547317
SVM_RBF,0.18000000000000002,0.41609339170314774
SVM_RBF,0.19,0.410045373008336
SVM_RBF,0.2,0.405982905982906
SVM_RBF,0.21000000000000002,0.39976198204046304
SVM_RBF,0.22,0.3957922419460881
SVM_RBF,0.23,0.39194139194139194
SVM_RBF,0.24000000000000002,0.38821412505623026
SVM_RBF,0.25,0.378917378917379
SVM_RBF,0.26,0.36405636405636405
SVM_RBF,0.27,0.35756937126800137
SVM_RBF,0.28,0.35090218423551756
SVM_RBF,0.29000000000000004,0.3510292524377031
SVM_RBF,0.3,0.34798534798534797
SVM_RBF,0.31,0.345100953796606
SVM_RBF,0.32,0.33836098541980897
SVM_RBF,0.33,0.32287281541012885
SVM_RBF,0.34,0.30717430717430716
SVM_RBF,0.35000000000000003,0.29980276134122286
SVM_RBF,0.36000000000000004,0.30662393162393153
SVM_RBF,0.37,0.30443630443630443
SVM_RBF,0.38,0.2939068100358423
SVM_RBF,0.39,0.28667507356031946
SVM_RBF,0.4,0.28205128205128205
SVM_RBF,0.41000000000000003,0.27220049253947554
