Feature,Outlier_Count,Outlier_Rate
GLSZM_SmallZoneHighGreyLevelEmphasis,44,0.38596491228070173
GLRLM_ShortRunHighGreyLevelEmphasis,41,0.35964912280701755
GLRLM_LongRunsEmphasis,33,0.2894736842105263
IH_MaximumHistogramGradientGreyLevel_Intensity,29,0.2543859649122807
GLSZM_SmallZoneEmphasis,29,0.2543859649122807
NGTDM_Contrast,28,0.24561403508771928
GLSZM_GreyLevelVariance,28,0.24561403508771928
GLCM_ClusterShade,28,0.24561403508771928
GLCM_ClusterTendency,27,0.23684210526315788
GLRLM_HighGreyLevelRunEmphasis,26,0.22807017543859648
GLSZM_LargeZoneLowGreyLevelEmphasis,24,0.21052631578947367
GLSZM_HighGrayLevelZoneEmphasis,22,0.19298245614035087
GLSZM_NormalisedGreyLevelNonUniformity,22,0.19298245614035087
LOCAL_INTENSITY_HISTOGRAM_LocalIntensityPeak_Intensity,21,0.18421052631578946
GLCM_SumEntropy,20,0.17543859649122806
GLSZM_LargeZoneEmphasis,20,0.17543859649122806
GLRLM_ShortRunsEmphasis,20,0.17543859649122806
IB_RootMeanSquareIntensity,19,0.16666666666666666
Morph_SphereDiameter_mm,19,0.16666666666666666
IB_AreaUnderCurveCIVH,19,0.16666666666666666
Morph_Volume_cm3,19,0.16666666666666666
Morph_ApproximateVolume_cm3,19,0.16666666666666666
GLRLM_GreyLevelVariance,19,0.16666666666666666
GLRLM_LongRunHighGreyLevelEmphasis,18,0.15789473684210525
GLRLM_GreyLevelNonUniformity,18,0.15789473684210525
Morph_voxelsCounting_vx,17,0.14912280701754385
IH_AreaUnderCurveCIVH_Intensity,15,0.13157894736842105
IH_RootMeanSquare_Intensity,15,0.13157894736842105
GLSZM_LargeZoneHighGreyLevelEmphasis,14,0.12280701754385964
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,14,0.12280701754385964
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,13,0.11403508771929824
NGTDM_Busyness,13,0.11403508771929824
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,13,0.11403508771929824
GLCM_SumAverage,12,0.10526315789473684
GLCM_Autocorrelation,12,0.10526315789473684
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,12,0.10526315789473684
IH_IntensityHistogramSkewness_Intensity,12,0.10526315789473684
GLRLM_RunLengthNonUniformity,12,0.10526315789473684
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,12,0.10526315789473684
IB_IntensityBasedMedianAbsoluteDeviation,11,0.09649122807017543
IB_IntensitySkewness,10,0.08771929824561403
IH_IntensityHistogramMean_Intensity,10,0.08771929824561403
IB_MeanIntensity,10,0.08771929824561403
GLCM_DifferenceAverage,10,0.08771929824561403
GLRLM_RunPercentage,9,0.07894736842105263
GLCM_JointAverage,9,0.07894736842105263
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,9,0.07894736842105263
GLCM_ClusterProminence,8,0.07017543859649122
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,8,0.07017543859649122
GLCM_AngularSecondMoment,8,0.07017543859649122
Morph_SurfaceToVolumeRatio_cm,7,0.06140350877192982
Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,7,0.06140350877192982
GLCM_Dissimilarity,7,0.06140350877192982
IB_IntensityVariance,7,0.06140350877192982
Morph_Maximum3DDiameter_mm,7,0.06140350877192982
GLSZM_ZonePercentage,6,0.05263157894736842
GLSZM_ZoneSizeNonUniformity,6,0.05263157894736842
GLCM_NormalisedInverseDifference,6,0.05263157894736842
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,6,0.05263157894736842
IH_IntensityHistogramVariance_Intensity,6,0.05263157894736842
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,6,0.05263157894736842
Morph_CentreOfMassShift_mm,6,0.05263157894736842
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,5,0.043859649122807015
IH_IntensityHistogramEntropyLog10_Intensity,5,0.043859649122807015
NGTDM_Complexity,5,0.043859649122807015
IH_Uniformity_Intensity,5,0.043859649122807015
GLRLM_LowGreyLevelRunEmphasis,5,0.043859649122807015
Morph_Sphericity,5,0.043859649122807015
GLSZM_GreyLevelNonUniformity,5,0.043859649122807015
Morph_Compactness2,5,0.043859649122807015
GLCM_Correlation,5,0.043859649122807015
NGTDM_Coarseness,5,0.043859649122807015
GLCM_JointVariance,4,0.03508771929824561
GLRLM_LongRunLowGreyLevelEmphasis,4,0.03508771929824561
GLCM_JointEntropyLog2,4,0.03508771929824561
IB_IntensityBasedMeanAbsoluteDeviation,4,0.03508771929824561
GLRLM_RunEntropy,4,0.03508771929824561
IB_MaximumIntensity,4,0.03508771929824561
GLSZM_LowGrayLevelZoneEmphasis,4,0.03508771929824561
GLSZM_SmallZoneLowGreyLevelEmphasis,4,0.03508771929824561
Morph_Asphericity,4,0.03508771929824561
IB_IntensityRange,3,0.02631578947368421
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,3,0.02631578947368421
IH_IntensityHistogramRange_Intensity,3,0.02631578947368421
GLRLM_ShortRunLowGreyLevelEmphasis,3,0.02631578947368421
IB_IntensityBasedRobustMeanAbsoluteDeviation,3,0.02631578947368421
Morph_SphericalDisproportion,3,0.02631578947368421
Morph_Compacity,3,0.02631578947368421
GLCM_InverseVariance,3,0.02631578947368421
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,2,0.017543859649122806
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,2,0.017543859649122806
IB_MinimumIntensity,2,0.017543859649122806
Morph_Compactness1,2,0.017543859649122806
IB_90thIntensityPercentile,2,0.017543859649122806
GLSZM_ZoneSizeVariance,2,0.017543859649122806
IH_IntensityHistogramMinimumGreyLevel_Intensity,2,0.017543859649122806
IH_IntensityHistogramCoefficientOfVariation_Intensity,2,0.017543859649122806
IH_IntensityHistogram90thPercentile,2,0.017543859649122806
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,2,0.017543859649122806
IH_IntensityHistogramMode_Intensity,2,0.017543859649122806
Morph_SurfaceArea_cm2,1,0.008771929824561403
GLSZM_NormalisedZoneSizeNonUniformity,1,0.008771929824561403
GLCM_InverseDifferenceMoment,1,0.008771929824561403
GLCM_SumVariance,0,0.0
IH_IntensityHistogramInterquartileRange_Intensity,0,0.0
GLRLM_RunLengthVariance,0,0.0
IB_TotalLesionGlycolysis,0,0.0
IH_IntensityHistogramEntropyLog2_Intensity,0,0.0
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0,0.0
NGTDM_Strength,0,0.0
IH_IntensityHistogramMaximumGreyLevel_Intensity,0,0.0
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0.0
Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,0,0.0
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0.0
IH_IntensityHistogramStd_Intensity,0,0.0
IH_IntensityHistogram75thPercentile,0,0.0
IH_IntensityHistogram50thPercentile,0,0.0
IH_IntensityHistogram25thPercentile,0,0.0
IH_IntensityHistogram10thPercentile,0,0.0
IB_IntensityBasedEnergy,0,0.0
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0,0.0
IB_IntensityInterquartileRange,0,0.0
IB_50thIntensityPercentile,0,0.0
GLCM_DifferenceEntropy,0,0.0
GLCM_Contrast,0,0.0
IB_StandardDeviation,0,0.0
GLCM_InverseDifference,0,0.0
IH_IntensityHistogramMedian_Intensity,0,0.0
GLCM_NormalisedInverseDifferenceMoment,0,0.0
GLCM_DifferenceVariance,0,0.0
GLCM_JointEntropyLog10,0,0.0
IB_75thIntensityPercentile,0,0.0
IB_25thIntensityPercentile,0,0.0
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0,0.0
IB_10thIntensityPercentile,0,0.0
GLCM_JointMaximum,0,0.0
IB_MedianIntensity,0,0.0
IB_IntensityBasedCoefficientOfVariation,0,0.0
IB_IntensityKurtosis,0,0.0
IH_MinimumHistogramGradient_Intensity,0,0.0
Morph_IntegratedIntensity_Intensity,0,0.0
IB_IntensityBasedQuartileCoefficientOfDispersion,0,0.0
IH_MaximumHistogramGradient_Intensity,0,0.0
IH_IntensityHistogramKurtosis_Intensity,0,0.0
