fpr,tpr,threshold
0.0,0.0,inf
0.019230769230769232,0.0,1.0
0.019230769230769232,0.06153846153846154,0.9999996722829576
0.038461538461538464,0.06153846153846154,0.9999993219531519
0.038461538461538464,0.16923076923076924,0.9999536052383841
0.057692307692307696,0.16923076923076924,0.9999521508772531
0.057692307692307696,0.23076923076923078,0.9998284106778738
0.07692307692307693,0.23076923076923078,0.9998036803303864
0.07692307692307693,0.24615384615384617,0.9997924132465027
0.09615384615384616,0.24615384615384617,0.999759438527476
0.09615384615384616,0.27692307692307694,0.9997180152212339
0.11538461538461539,0.27692307692307694,0.9997116175502283
0.11538461538461539,0.3076923076923077,0.9995566656079928
0.1346153846153846,0.3076923076923077,0.9994176714644966
0.1346153846153846,0.3230769230769231,0.9988582126927139
0.19230769230769232,0.3230769230769231,0.997928728097089
0.19230769230769232,0.3384615384615385,0.9977971383173289
0.23076923076923078,0.3384615384615385,0.9973581989968354
0.23076923076923078,0.35384615384615387,0.9971384254856701
0.2692307692307692,0.35384615384615387,0.9970252556638572
0.2692307692307692,0.4,0.9965260175608021
0.3269230769230769,0.4,0.9945369481000759
0.3269230769230769,0.4461538461538462,0.9927175240507049
0.34615384615384615,0.4461538461538462,0.9923148198424191
0.34615384615384615,0.47692307692307695,0.9917248294759116
0.38461538461538464,0.47692307692307695,0.988648507128726
0.38461538461538464,0.5076923076923077,0.977180806359861
0.4423076923076923,0.5076923076923077,0.9655096277597571
0.4423076923076923,0.5230769230769231,0.9635337334884174
0.46153846153846156,0.5230769230769231,0.9625312466059497
0.46153846153846156,0.5384615384615384,0.9606767502592338
0.4807692307692308,0.5384615384615384,0.9367350553380267
0.4807692307692308,0.5538461538461539,0.9363282686699802
0.5384615384615384,0.5538461538461539,0.9225071400958057
0.5384615384615384,0.6153846153846154,0.9068791711545413
0.5769230769230769,0.6153846153846154,0.8916221108661269
0.5769230769230769,0.6461538461538462,0.8732601224002365
0.5961538461538461,0.6461538461538462,0.8619273420593602
0.5961538461538461,0.6615384615384615,0.856807997029421
0.6346153846153846,0.6615384615384615,0.8359099062464497
0.6346153846153846,0.8,0.5893832832593296
0.6538461538461539,0.8,0.5756773558238627
0.6538461538461539,0.8307692307692308,0.5095916845481452
0.6923076923076923,0.8307692307692308,0.4387344144573763
0.6923076923076923,0.8769230769230769,0.3730662720779373
0.7115384615384616,0.8769230769230769,0.3684711846366926
0.7115384615384616,0.8923076923076924,0.36007746507247673
0.75,0.8923076923076924,0.297679108005518
0.75,0.9076923076923077,0.21207644123391556
0.7692307692307693,0.9076923076923077,0.20923240728088477
0.7692307692307693,0.9230769230769231,0.18431662651879177
0.9038461538461539,0.9230769230769231,0.010035636994392782
0.9038461538461539,0.9384615384615385,0.002276393203880115
0.9230769230769231,0.9384615384615385,0.0022125341836513406
0.9230769230769231,0.9846153846153847,1.1339479393497243e-13
0.9807692307692307,0.9846153846153847,1.4661920533768021e-18
0.9807692307692307,1.0,1.898937480517516e-30
1.0,1.0,8.115139766994928e-37
