Fold,Feature_Rank_in_Fold,Feature_Name
1,1,Pre_IB_IntensityBasedEnergy
1,2,Pre_GLSZM_SmallZoneHighGreyLevelEmphasis
1,3,Post1_Morph_Compactness1
1,4,Post2_GLSZM_GreyLevelVariance
1,5,ADC_GLSZM_GreyLevelVariance
1,6,ADC_IH_IntensityHistogram10thPercentile
1,7,Post1_Morph_Compacity
1,8,Post1_IH_IntensityHistogramMode_Intensity
1,9,ADC_GLCM_ClusterTendency
1,10,Post2_NGTDM_Busyness
1,11,ADC_GLCM_JointEntropyLog2
1,12,Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
1,13,Post2_IB_AreaUnderCurveCIVH
1,14,Post1_Morph_Asphericity
1,15,ADC_IH_IntensityHistogramMedian_Intensity
1,16,ADC_NGTDM_Strength
1,17,Post2_GLCM_Correlation
1,18,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
2,1,Pre_IH_IntensityHistogramEntropyLog10_Intensity
2,2,ADC_IH_IntensityHistogram75thPercentile
2,3,Post1_IH_IntensityHistogramMode_Intensity
2,4,ADC_Morph_SurfaceToVolumeRatio_cm
2,5,ADC_IH_IntensityHistogramMedian_Intensity
2,6,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity
2,7,ADC_Morph_Compactness2
2,8,Pre_IH_IntensityHistogramMode_Intensity
2,9,ADC_Morph_Sphericity
2,10,Pre_NGTDM_Strength
3,1,ADC_IB_MedianIntensity
3,2,ADC_Morph_Sphericity
3,3,Post2_IH_IntensityHistogramMaximumGreyLevel_Intensity
3,4,ADC_Morph_Compactness2
4,1,Pre_GLSZM_GreyLevelVariance
4,2,Post1_IH_IntensityHistogramMode_Intensity
4,3,ADC_IH_IntensityHistogramMedian_Intensity
4,4,ADC_Morph_SphericalDisproportion
4,5,Post2_GLCM_Correlation
4,6,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
4,7,Post1_GLCM_InverseVariance
4,8,ADC_GLSZM_NormalisedZoneSizeNonUniformity
5,1,Post2_IH_IntensityHistogram50thPercentile
5,2,ADC_IB_MedianIntensity
5,3,Post2_IH_MinimumHistogramGradientGreyLevel_Intensity
5,4,Post1_Morph_Compacity
5,5,Post2_GLCM_InverseVariance
5,6,Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity
5,7,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
5,8,ADC_GLRLM_ShortRunLowGreyLevelEmphasis
5,9,Post1_GLRLM_HighGreyLevelRunEmphasis
5,10,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
