Quad_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Std_PR_AUC_No_SMOTE,Std_PR_AUC_SMOTE,Delta_Std_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Acc_No_SMOTE,Mean_Acc_SMOTE,Delta_Mean_Acc_SMOTE_minus_No_SMOTE,Std_Acc_No_SMOTE,Std_Acc_SMOTE,Delta_Std_Acc_SMOTE_minus_No_SMOTE,Pooled_Acc_No_SMOTE,Pooled_Acc_SMOTE,Delta_Pooled_Acc_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Std_Bal_Acc_No_SMOTE,Std_Bal_Acc_SMOTE,Delta_Std_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_Prec_No_SMOTE,Mean_Prec_SMOTE,Delta_Mean_Prec_SMOTE_minus_No_SMOTE,Std_Prec_No_SMOTE,Std_Prec_SMOTE,Delta_Std_Prec_SMOTE_minus_No_SMOTE,Pooled_Prec_No_SMOTE,Pooled_Prec_SMOTE,Delta_Pooled_Prec_SMOTE_minus_No_SMOTE,Mean_Rec_No_SMOTE,Mean_Rec_SMOTE,Delta_Mean_Rec_SMOTE_minus_No_SMOTE,Std_Rec_No_SMOTE,Std_Rec_SMOTE,Delta_Std_Rec_SMOTE_minus_No_SMOTE,Pooled_Rec_No_SMOTE,Pooled_Rec_SMOTE,Delta_Pooled_Rec_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Std_F1_No_SMOTE,Std_F1_SMOTE,Delta_Std_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Std_Specificity_No_SMOTE,Std_Specificity_SMOTE,Delta_Std_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Mean_Kappa_No_SMOTE,Mean_Kappa_SMOTE,Delta_Mean_Kappa_SMOTE_minus_No_SMOTE,Std_Kappa_No_SMOTE,Std_Kappa_SMOTE,Delta_Std_Kappa_SMOTE_minus_No_SMOTE,Pooled_Kappa_No_SMOTE,Pooled_Kappa_SMOTE,Delta_Pooled_Kappa_SMOTE_minus_No_SMOTE,Pooled_Brier_No_SMOTE,Pooled_Brier_SMOTE,Delta_Pooled_Brier_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5799603174603175,0.6099206349206349,0.029960317460317354,0.1214309056731757,0.1182710118750026,-0.003159893798173108,0.5971428571428572,0.6146031746031746,0.0174603174603174,0.6747962714189422,0.713762589439693,0.03896631802075079,0.118482428363352,0.1110073056580779,-0.007475122705274104,0.6688550780069715,0.682842535134317,0.013987457127345504,0.6000840336134454,0.5900840336134453,-0.01000000000000012,0.1225965206060378,0.1032172938959251,-0.019379226710112704,0.584070796460177,0.5752212389380531,-0.008849557522123908,0.594047619047619,0.5705555555555556,-0.023492063492063453,0.1222670501176406,0.105207206556459,-0.017059843561181592,0.5898412698412698,0.5757142857142856,-0.01412698412698421,0.6349206349206349,0.6143434343434343,-0.020577200577200583,0.207065302029603,0.1706830417611016,-0.03638226026850139,0.6538461538461539,0.631578947368421,-0.022267206477732837,0.5471428571428572,0.5749206349206348,0.02777777777777768,0.2267029004874952,0.2243175591587488,-0.0023853413287464043,0.5396825396825397,0.5714285714285714,0.031746031746031744,0.5775132275132275,0.5819102353585113,0.00439700784528374,0.2064943188034594,0.1901452859912541,-0.01634903281220529,0.591304347826087,0.6,0.008695652173912993,0.6409523809523809,0.5661904761904762,-0.0747619047619047,0.1142003649556737,0.1908234928990057,0.07662312794333198,0.64,0.58,-0.06000000000000005,0.1804544039838157,0.1373737373737374,-0.04308066661007831,0.2470956364144499,0.2115212173404,-0.0355744190740499,0.1756945522272234,0.1495766698024458,-0.02611788242477761,0.2451194516898046,0.2384408117384611,-0.00667863995134349,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.593015873015873,0.5667460317460318,-0.02626984126984122,0.1286332890571717,0.1178923842346019,-0.0107409048225698,0.5322222222222223,0.546984126984127,0.014761904761904754,0.6628137472118187,0.6609578201001789,-0.0018559271116398435,0.1378623488446068,0.1141339275259429,-0.0237284213186639,0.6082449766823452,0.6329012378271346,0.02465626114478936,0.572843137254902,0.5290336134453782,-0.04380952380952374,0.1073247791873096,0.1078228690619519,0.0004980898746423101,0.5575221238938053,0.5132743362831859,-0.04424778761061943,0.5725,0.5173809523809523,-0.055119047619047734,0.0718067151009241,0.1056928335162291,0.033886118415305005,0.5392063492063492,0.513968253968254,-0.02523809523809528,0.6157142857142857,0.5722222222222222,-0.04349206349206347,0.1270063472622449,0.1783932091258865,0.05138686186364158,0.5866666666666667,0.5714285714285714,-0.015238095238095273,0.7347619047619047,0.5161904761904761,-0.21857142857142864,0.1811029727036424,0.2087778930269679,0.027674920323325497,0.6984126984126984,0.5079365079365079,-0.19047619047619047,0.6434974533106962,0.5266479925303454,-0.11684946078035074,0.1092155935127854,0.178337919740303,0.0691223262275176,0.6376811594202898,0.5378151260504201,-0.09986603336986966,0.4102380952380952,0.5185714285714286,0.10833333333333339,0.2159480495181722,0.2280669034990727,0.012118853980900485,0.38,0.52,0.14,0.1457258913068247,0.0316688315401644,-0.11405705976666031,0.1481321665487275,0.2116515498478686,0.06351938329914111,0.0804036458333333,0.027538726333907,-0.0528649194994263,0.2680031006775517,0.2713549593185645,0.0033518586410128393,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6265476190476191,0.5897817460317459,-0.036765873015873196,0.0946035740909856,0.1011616049693748,0.006558030878389201,0.6069841269841268,0.5992063492063492,-0.007777777777777661,0.6931002377497845,0.6710670183238661,-0.022033219425918404,0.1113242873066138,0.1014219769306409,-0.009902310375972903,0.6472562477958389,0.6435430993406279,-0.0037131484552109795,0.6594677871148459,0.6193697478991597,-0.04009803921568622,0.0962934136772949,0.0761362830416546,-0.0201571306356403,0.6460176991150443,0.6106194690265486,-0.03539823008849563,0.6368253968253968,0.5916666666666667,-0.045158730158730176,0.0967379907331963,0.1015017000454619,0.004763709312265593,0.6288888888888888,0.6053968253968254,-0.023492063492063453,0.6674134053081422,0.6437271062271062,-0.023686299081036033,0.1257580851137242,0.1339425295976418,0.008184444483917613,0.6533333333333333,0.6507936507936508,-0.0025396825396825085,0.7979365079365079,0.6504761904761904,-0.1474603174603175,0.1468160443181758,0.1998875975399418,0.053071553221766016,0.7777777777777778,0.6507936507936508,-0.12698412698412698,0.7138887945670628,0.6351760489141893,-0.07871274565287345,0.1044859792211355,0.1488072530726223,0.04432127385148679,0.7101449275362319,0.6507936507936508,-0.059351276742581116,0.4757142857142857,0.5328571428571428,0.057142857142857106,0.2206997734993756,0.2374486458382756,0.01674887233889999,0.48,0.56,0.08000000000000007,0.2722007404360346,0.1773476477262808,-0.09485309270975378,0.1934333919111831,0.2024643522150475,0.009030960303864383,0.2643229166666666,0.2107936507936507,-0.053529265873015874,0.2646041084136365,0.2691315578721361,0.004527449458499588,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5721825396825396,0.5916269841269841,0.019444444444444486,0.1424146807567131,0.1338650584262858,-0.008549622330427303,0.5828571428571429,0.5973015873015871,0.01444444444444426,0.6927729898742637,0.6800334304335834,-0.012739559440680281,0.1324429759766076,0.1498457069233826,0.017402730946774997,0.6807384086838122,0.6757389011472192,-0.004999507536592951,0.5661764705882353,0.6461344537815126,0.0799579831932773,0.1500032038617217,0.1434201529950852,-0.006583050866636492,0.5486725663716814,0.6283185840707964,0.07964601769911506,0.5560714285714285,0.6338095238095238,0.07773809523809527,0.1377871037733152,0.1385700194477345,0.0007829156744192933,0.5436507936507937,0.6274603174603175,0.08380952380952378,0.5858823529411765,0.6633029878618114,0.07742063492063489,0.2116535656064174,0.2246485735224298,0.012995007916012408,0.5967741935483871,0.6779661016949152,0.0811919081465281,0.5947619047619048,0.6423809523809524,0.04761904761904756,0.2548168362872233,0.278974113149425,0.024157276862201704,0.5873015873015873,0.6349206349206349,0.04761904761904756,0.5770235934664247,0.6314696590473253,0.05444606558090059,0.2183161601382664,0.2272741448099982,0.008957984671731783,0.592,0.6557377049180327,0.06373770491803277,0.5173809523809524,0.6252380952380953,0.10785714285714287,0.1319047619047619,0.1960933647774717,0.06418860287270978,0.5,0.62,0.12,0.113594173122475,0.2646464239551435,0.1510522508326685,0.2797188754255208,0.2843889367448582,0.004670061319337393,0.0871218121336923,0.2528337531486145,0.1657119410149222,0.3038925426946805,0.2912078171791999,-0.01268472551548061,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6773809523809524,0.6734126984126985,-0.003968253968253954,0.1559244088165871,0.166343223568653,0.010418814752065908,0.693968253968254,0.7012698412698413,0.0073015873015872534,0.7543765684366948,0.7546905290229474,0.00031396058625265955,0.1491145684348727,0.1504786377784961,0.001364069343623403,0.7488591245693272,0.7517917448009976,0.002932620231670402,0.6357983193277311,0.6237535014005603,-0.012044817927170826,0.115977477175724,0.143844785832916,0.02786730865719199,0.6283185840707964,0.6106194690265486,-0.017699115044247815,0.6169444444444444,0.6058333333333333,-0.011111111111111072,0.1321054096326876,0.1545243190573772,0.022418909424689604,0.6295238095238096,0.6115873015873016,-0.017936507936508028,0.6685714285714285,0.6572943722943723,-0.011277056277056219,0.2317800583847812,0.242405549681303,0.010625491296521822,0.6842105263157895,0.6666666666666666,-0.01754385964912286,0.6003174603174604,0.5947619047619048,-0.005555555555555536,0.2168567687453349,0.2279663507899063,0.011109582044571381,0.6190476190476191,0.6031746031746031,-0.015873015873015928,0.622244008714597,0.6133994440688152,-0.00884456464578176,0.2053626297390249,0.2176030031065335,0.012240373367508606,0.65,0.6333333333333333,-0.01666666666666672,0.6335714285714287,0.616904761904762,-0.01666666666666672,0.2308890438433435,0.2482962351872522,0.017407191343908696,0.64,0.62,-0.020000000000000018,0.2229815024289047,0.2011041018556526,-0.021877400573252076,0.2523566990112434,0.3005613901568547,0.04820469114561127,0.2558795860771402,0.2204452806522421,-0.03543430542489809,0.2219754889612959,0.2214086857039253,-0.0005668032573706017,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,NaiveBayes,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.580515873015873,0.5762698412698413,-0.004246031746031775,0.12422703818767,0.1058595693609984,-0.018367468826671604,0.5885714285714285,0.5974603174603176,0.008888888888889057,0.6849289125862896,0.6771485321480145,-0.007780380438275114,0.1434879474184602,0.1342504345793843,-0.009237512839075895,0.6634070096630984,0.6641385128650361,0.000731503201937711,0.5384033613445378,0.5700700280112045,0.03166666666666673,0.0649507535085544,0.0528913850006411,-0.01205936850791331,0.5398230088495575,0.5752212389380531,0.03539823008849563,0.5096031746031746,0.5405555555555555,0.030952380952380842,0.0523342745364569,0.0486944701535233,-0.003639804382933598,0.5274603174603174,0.5736507936507937,0.04619047619047634,0.5588461538461538,0.62,0.061153846153846225,0.1365985783148314,0.0812403840463596,-0.055358194268471814,0.5797101449275363,0.6271186440677966,0.04740849914026035,0.613968253968254,0.5663492063492064,-0.04761904761904767,0.1586901536888882,0.1520247158698997,-0.006665437818988484,0.6349206349206349,0.5873015873015873,-0.04761904761904756,0.5802283486494012,0.5786802671013197,-0.0015480815480815036,0.139777352982035,0.1068934056800334,-0.0328839473020016,0.6060606060606061,0.6065573770491803,0.0004967709885742577,0.4052380952380952,0.5147619047619048,0.10952380952380958,0.1454557307723297,0.2266006306367849,0.0811448998644552,0.42,0.56,0.14000000000000007,0.0167742712216909,0.0808963298961793,0.0641220586744884,0.1016622830935145,0.0984813808792264,-0.0031809022142881005,0.0556091288974606,0.146095717884131,0.0904865889866704,0.3297097859705246,0.32355166057775,-0.006158125392774605,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,RandomForest,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6148412698412699,0.6379761904761905,0.02313492063492062,0.113031477431734,0.0991277148676155,-0.013903762564118502,0.5958730158730158,0.6019047619047619,0.006031746031746166,0.6943698203105967,0.7359521648282441,0.04158234451764742,0.1211721221975974,0.1306001206491252,0.009427998451527808,0.6423458270291045,0.6710118066214474,0.02866597959234296,0.5750840336134454,0.5988935574229691,0.023809523809523725,0.1355265356995162,0.1166256211823424,-0.018900914517173795,0.5575221238938053,0.584070796460177,0.026548672566371723,0.5646031746031746,0.5856349206349206,0.021031746031746068,0.1335597567262685,0.1179425963520625,-0.01561716037420599,0.5557142857142857,0.5815873015873017,0.025873015873015937,0.6022706052117817,0.6198412698412697,0.017570664629488086,0.2104826396174098,0.197687563822049,-0.012795075795360794,0.6101694915254238,0.6333333333333333,0.023163841807909535,0.5749206349206348,0.6026984126984127,0.0277777777777779,0.2243175591587488,0.2274019907716366,0.0030844316128877947,0.5714285714285714,0.6031746031746031,0.031746031746031744,0.5778325123152709,0.5997572362278245,0.021924723912553623,0.2054336456077381,0.199551908104916,-0.005881737502822115,0.5901639344262295,0.6178861788617886,0.02772224443555915,0.5542857142857143,0.5685714285714285,0.014285714285714235,0.1762766841864093,0.1799433017278906,0.003666617541481315,0.54,0.56,0.020000000000000018,0.1239729225023343,0.1651567094499491,0.04118378694761479,0.268800436923818,0.2374426201231702,-0.03135781680064781,0.1105163727959697,0.1621706893831834,0.051654316587213714,0.2579048257611894,0.2583251407221222,0.0004203149609328105,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,SVM_Linear,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6797420634920636,0.6183333333333334,-0.06140873015873016,0.1772623134018692,0.2173346294170925,0.04007231601522329,0.6406349206349207,0.6723809523809523,0.03174603174603163,0.7634868417233073,0.7321239828349579,-0.03136285888834933,0.1637891523006072,0.1659286863807482,0.0021395340801410034,0.6885643101408006,0.7393858463223373,0.05082153618153673,0.6297058823529411,0.6203221288515406,-0.009383753501400527,0.1746809031239135,0.1194202636980569,-0.055260639425856586,0.6194690265486725,0.6106194690265486,-0.008849557522123908,0.5988492063492064,0.5840079365079365,-0.014841269841269877,0.1813183086457034,0.1386507936507936,-0.04266751499490978,0.603015873015873,0.6074603174603175,0.004444444444444473,0.6620213996529787,0.6503896103896103,-0.011631789263368386,0.2345102561660141,0.2314042286088283,-0.003106027557185781,0.6351351351351351,0.6557377049180327,0.02060256978289765,0.7355555555555555,0.6177777777777778,-0.11777777777777776,0.1993074428869214,0.2566257783689253,0.05731833548200391,0.746031746031746,0.6349206349206349,-0.11111111111111116,0.6799493991144845,0.6139814546508259,-0.06596794446365861,0.1851838596143381,0.2065685114663445,0.021384651852006414,0.6861313868613139,0.6451612903225806,-0.04097009653873329,0.4621428571428571,0.5502380952380952,0.08809523809523812,0.3610754910044181,0.342400820669964,-0.01867467033445408,0.46,0.58,0.11999999999999994,0.1888623796210003,0.1528596480191246,-0.0360027316018757,0.3456433793913744,0.2649383781402212,-0.08070500125115321,0.2108169563098911,0.2140373063547266,0.0032203500448354794,0.2305870912055586,0.2312895115922181,0.0007024203866595191,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.4969047619047619,0.4909523809523809,-0.005952380952380987,0.1850531577731491,0.1973831064274443,0.012329948654295209,0.5866666666666667,0.5514285714285715,-0.03523809523809518,0.6420672947036623,0.647547314334574,0.005480019630911714,0.1401220494165182,0.1418769692576956,0.0017549198411773992,0.6603347771750998,0.6490005377994275,-0.01133423937567235,0.5798459383753501,0.5692717086834733,-0.010574229691876824,0.1685249392939406,0.1386823489196605,-0.02984259037428011,0.5663716814159292,0.5486725663716814,-0.017699115044247815,0.5170634920634921,0.550952380952381,0.03388888888888886,0.1414703410429542,0.1021964006625967,-0.03927394038035749,0.5244444444444444,0.5601587301587302,0.03571428571428581,0.5829505135387489,0.4744155844155844,-0.10853492912316454,0.1706178547886187,0.287659728521485,0.11704187373286631,0.5714285714285714,0.6304347826086957,0.05900621118012428,0.8555555555555555,0.49,-0.3655555555555555,0.1975154314959019,0.3533333333333333,0.15581790183743138,0.8888888888888888,0.4603174603174603,-0.42857142857142855,0.6841905844463388,0.4746803069053708,-0.20951027754096807,0.1653180030271799,0.3084598314825261,0.1431418284553462,0.6956521739130435,0.5321100917431193,-0.16354208216992416,0.1785714285714285,0.6119047619047618,0.43333333333333335,0.2910221255351908,0.3310808246813085,0.040058699146117704,0.16,0.66,0.5,0.0406204906204905,0.0999227997941327,0.059302309173642195,0.2741216255160582,0.2053079059436993,-0.06881371957235888,0.052694610778443,0.1162398405152584,0.0635452297368154,0.2370810038629927,0.2440374497622244,0.006956445899231722,10.4,10.4,0.0,41,41,0
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,corr_mrmr_auto_k,corr_mrmr,XGBoost,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6220634920634922,0.5854365079365079,-0.036626984126984286,0.1120714170496935,0.0958923952872327,-0.016179021762460805,0.5666666666666667,0.5723809523809524,0.005714285714285783,0.7268535332011054,0.6761233986711026,-0.050730134530002746,0.1365708233832532,0.1435815735954183,0.007010750212165101,0.6508068671200788,0.6480617295379938,-0.0027451375820850554,0.5687955182072829,0.5750840336134454,0.006288515406162487,0.1032181300802559,0.1355265356995162,0.032308405619260294,0.5575221238938053,0.5575221238938053,0.0,0.5718650793650795,0.5652380952380953,-0.006626984126984148,0.096181537381303,0.1228254029793185,0.0266438655980155,0.5495238095238095,0.5515873015873016,0.0020634920634921006,0.6252747252747253,0.6218954248366013,-0.0033793004381239555,0.1699556332709265,0.1850250493067008,0.015069416035774302,0.6,0.6031746031746031,0.0031746031746031633,0.6373015873015874,0.6180952380952381,-0.019206349206349227,0.1374093530655818,0.1924071436935709,0.054997790627989096,0.6190476190476191,0.6031746031746031,-0.015873015873015928,0.6131356168198273,0.6023313595727389,-0.010804257247088445,0.1200819997940093,0.1651758586248475,0.04509385883083819,0.609375,0.6031746031746031,-0.006200396825396859,0.5064285714285715,0.5123809523809524,0.005952380952380931,0.1940755165456194,0.2223121133383457,0.028236596792726304,0.48,0.5,0.020000000000000018,0.1365103789632091,0.1291423001949317,-0.007368078768277414,0.1868194740630491,0.2445327618077761,0.057713287744727004,0.0994580809690787,0.1031746031746031,0.003716522205524403,0.3078729134644963,0.3107884009274456,0.0029154874629492844,10.4,10.4,0.0,41,41,0
