Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
KNN,0.5535,+0.1286,5.42e-02,1.00e+00,✗,✗
SVM_RBF,0.5594,+0.1227,3.64e-02,1.00e+00,✓,✗
RandomForest,0.6118,+0.0703,2.58e-01,1.00e+00,✗,✗
ExtraTrees,0.6401,+0.0420,1.66e-01,1.00e+00,✗,✗
LightGBM,0.6551,+0.0270,1.21e-01,1.00e+00,✗,✗
LogisticRegression,0.6592,+0.0229,1.66e-01,1.00e+00,✗,✗
SVM_Linear,0.6629,+0.0192,1.24e-01,1.00e+00,✗,✗
XGBoost,0.6672,+0.0149,2.50e-01,1.00e+00,✗,✗
GradientBoosting,0.6738,+0.0083,1.52e-01,1.00e+00,✗,✗
