metric,mean,std,min,max,pooled
AUC,0.7718196662455035,0.08543395886959763,0.6666666666666666,0.925,0.6753125000000001
PR_AUC,0.8235860438629669,0.10781564794426286,0.6566287878787879,0.9646241830065359,0.7411572871927226
Accuracy,0.6464984291071246,0.09548111364280579,0.5,0.782608695652174,0.6491228070175439
Bal_Accuracy,0.6366708437761069,0.11662966384269853,0.5,0.8333333333333333,0.6284375
F1_Score,0.7067494824016564,0.08652496678328189,0.5714285714285714,0.8,0.7183098591549296
Precision,0.6757575757575757,0.18509923481543405,0.5,1.0,0.6538461538461539
Recall,0.79953216374269,0.14659520536324255,0.6,1.0,0.796875
