fold,n_estimators,max_depth,learning_rate,num_leaves,subsample,colsample_bytree,reg_alpha,reg_lambda
1,100,7,0.2755515226447693,58,0.7438031375747609,0.7994294729378736,1.5601289828756666e-05,1.152688441528122e-05
2,300,8,0.07756489247449486,30,0.74527520164374,0.6021726384343221,3.0966031594822784e-06,1.6550950157972402e-06
3,300,8,0.07756489247449486,30,0.74527520164374,0.6021726384343221,3.0966031594822784e-06,1.6550950157972402e-06
4,100,8,0.25919322953910695,42,0.8925203012239691,0.670192611418718,6.737525631734939e-08,0.0001484164947769321
5,300,8,0.07756489247449486,30,0.74527520164374,0.6021726384343221,3.0966031594822784e-06,1.6550950157972402e-06
