fold,C,l1_ratio
1,0.3675257878593652,0.20920212211718958
2,0.1764950771205521,0.1719410127325942
3,0.3675257878593652,0.20920212211718958
4,0.1764950771205521,0.1719410127325942
5,0.3675257878593652,0.20920212211718958
