Quad_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,SVM_RBF,0.8125,0.0353375188268145,0.765079365079365,0.848908421123077,0.0768116582334915,0.823823126081703,0.7053221288515406,0.0503961388430194,0.6991150442477876,0.6997222222222222,0.0590090973509069,0.6847619047619048,0.7326814362108479,0.1523948055183276,0.6986301369863014,0.8434920634920635,0.1760534287532116,0.8095238095238095,0.7505298142717497,0.0612029030718274,0.75,0.555952380952381,0.26281228050565,0.56,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,ExtraTrees,0.7918253968253969,0.067935580768039,0.7425396825396826,0.823575134635966,0.1434823380348452,0.752714439116676,0.7048459383753501,0.0386616880871026,0.6991150442477876,0.7030555555555555,0.0362815617893653,0.6971428571428572,0.7432034632034632,0.0937216540107017,0.7377049180327869,0.7415873015873016,0.1357617108262864,0.7142857142857143,0.7271957671957672,0.0627457013640659,0.7258064516129032,0.6645238095238095,0.1364898474541234,0.68,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,LogisticRegression,0.7792857142857142,0.0471246825102098,0.7682539682539682,0.8341191074382526,0.0838372365440471,0.8083378917009849,0.7199439775910366,0.0802875518708459,0.7079646017699115,0.7103174603174602,0.0626335811086137,0.7071428571428571,0.7558333333333332,0.107870807501896,0.75,0.7334920634920635,0.1642043353386753,0.7142857142857143,0.7299749373433584,0.1025056651390881,0.7317073170731707,0.687142857142857,0.1606364891070925,0.7,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,SVM_Linear,0.778095238095238,0.0568147547009214,0.7622222222222222,0.8268325339653677,0.0865324725114295,0.809528173447005,0.7254201680672269,0.0568653322809756,0.7168141592920354,0.723968253968254,0.0507915426149804,0.7088888888888889,0.7455156608097784,0.1205769561572166,0.7313432835820896,0.8036507936507936,0.1299723791809713,0.7777777777777778,0.7569267997580157,0.0706022027680802,0.7538461538461538,0.6442857142857144,0.1571688290225722,0.64,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,NaiveBayes,0.7723809523809524,0.072223356000171,0.6704761904761904,0.772094769625662,0.1259429986367258,0.6893426755286183,0.6390756302521009,0.097524257817906,0.6371681415929203,0.6396428571428572,0.0875444313639479,0.6292063492063492,0.696111111111111,0.1358966564510249,0.6666666666666666,0.7147619047619048,0.1826042673875065,0.6984126984126984,0.6765491288817861,0.0906672971640453,0.6821705426356589,0.5645238095238095,0.2736193956870476,0.56,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,LogisticRegression,0.7721031746031745,0.0531742478073887,0.7533333333333333,0.8222393633239496,0.1112925927365875,0.8079207637539492,0.6910364145658263,0.0787638013082113,0.6814159292035398,0.6957936507936509,0.0549018226336415,0.6750793650793651,0.7308333333333333,0.1320084640009921,0.7076923076923077,0.7592063492063492,0.1646021796666751,0.7301587301587301,0.7198110956731646,0.0963413500035609,0.71875,0.6323809523809524,0.1714193119192415,0.62,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,RandomForest,0.7603571428571428,0.0531219236804373,0.7409523809523809,0.7893417345872994,0.1056259213287546,0.7664801907572583,0.7165126050420169,0.0872957222274291,0.7079646017699115,0.716388888888889,0.0783138313801408,0.7071428571428571,0.7435497835497836,0.1393311681418476,0.75,0.7325396825396825,0.1907999893303074,0.7142857142857143,0.7229629629629629,0.1330452081318508,0.7317073170731707,0.7002380952380952,0.1011061273098314,0.7,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,NaiveBayes,0.7566666666666666,0.0486653568404896,0.6549206349206349,0.8183941072946306,0.0470650114702426,0.7128831215179545,0.5925070028011205,0.1044550359623392,0.584070796460177,0.5846428571428571,0.062398266913287,0.5568253968253968,0.635179643646463,0.1634184738888452,0.5952380952380952,0.8333333333333334,0.2048787657176197,0.7936507936507936,0.6798821548821549,0.0966994046736735,0.6802721088435374,0.3359523809523809,0.2989858140561233,0.32,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,SVM_Linear,0.7559920634920635,0.0710690245354844,0.7158730158730159,0.8129970772637405,0.1191440733393978,0.779039558029587,0.6619887955182072,0.0749882937506957,0.6548672566371682,0.660952380952381,0.0711469757914777,0.6388888888888888,0.6979000531632111,0.1537003046673693,0.6621621621621622,0.8014285714285714,0.1319947928762148,0.7777777777777778,0.7195600049437647,0.0642296075791799,0.7153284671532847,0.5204761904761905,0.2537232945633523,0.5,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,SVM_RBF,0.7482936507936507,0.0585915889939114,0.7152380952380952,0.7959617496496868,0.1268128042213809,0.7600794536855306,0.6497478991596639,0.0397385511222017,0.6460176991150443,0.6417063492063491,0.0701486292376794,0.6309523809523809,0.6833986928104576,0.1315734164959001,0.6575342465753424,0.7903174603174603,0.152906171569714,0.7619047619047619,0.7060166545395747,0.0535214836103338,0.7058823529411765,0.493095238095238,0.2505395538177772,0.5,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,KNN,0.7449801587301587,0.0650283384937385,0.7061904761904761,0.7567384020430239,0.1410761389391163,0.7025365456103609,0.6797478991596639,0.0670808024047683,0.672566371681416,0.6796031746031745,0.0317971810163185,0.660952380952381,0.7017156862745098,0.136273980814321,0.6857142857142857,0.7934920634920635,0.1591980405814358,0.7619047619047619,0.7209523809523809,0.0835493798074716,0.7218045112781954,0.5657142857142857,0.169416766632841,0.56,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,KNN,0.7436111111111112,0.0678687913514464,0.686984126984127,0.7833265980182729,0.1003023884528809,0.7337084486264354,0.6502240896358543,0.096517150505927,0.6460176991150443,0.665436507936508,0.0722599761778153,0.633015873015873,0.694945054945055,0.150861222767591,0.6619718309859155,0.7673015873015874,0.0992823835610482,0.746031746031746,0.7074272391759658,0.0661414524250978,0.7014925373134329,0.5635714285714285,0.2225720602309842,0.52,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,GradientBoosting,0.7327777777777778,0.0597986248621098,0.7092063492063492,0.7579410256343889,0.1239981159881411,0.7263901570324591,0.6903221288515405,0.0817481988129674,0.6814159292035398,0.6775,0.062661934335075,0.670952380952381,0.6948323735088441,0.131999110649779,0.6956521739130435,0.7723809523809523,0.1395764387800987,0.7619047619047619,0.7222907607779688,0.1089755505802045,0.7272727272727273,0.5826190476190476,0.1292609377293687,0.58,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,LogisticRegression,0.7088888888888889,0.0805114039611808,0.7028571428571428,0.7593533958069931,0.0627392567124961,0.7176178919088438,0.6523669467787115,0.1104422010656443,0.6371681415929203,0.6579365079365079,0.092663955870452,0.6312698412698412,0.6812012987012988,0.1080580940747068,0.671875,0.7125396825396825,0.1812781806660369,0.6825396825396826,0.6809516379496097,0.1193971345858321,0.6771653543307087,0.6033333333333333,0.0968389269755596,0.58,9.6,9.6,5.4258639865002145,4,6.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.263157894736842
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,ExtraTrees,0.6988492063492063,0.0756572777963064,0.6717460317460318,0.7763204828510556,0.1079029092719159,0.7302891450730504,0.6108403361344538,0.0621560580015894,0.6106194690265486,0.6090873015873017,0.0943896065952568,0.6033333333333333,0.6718954248366013,0.1324332040984464,0.6461538461538462,0.6917460317460318,0.137157553592329,0.6666666666666666,0.6564495530012772,0.0573889008224107,0.65625,0.5264285714285715,0.2492373855913619,0.54,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,LightGBM,0.6871825396825396,0.0859441362620111,0.6952380952380952,0.7437585454418777,0.1116815705872477,0.7409260957837476,0.6624649859943977,0.0999854342898112,0.6548672566371682,0.6536904761904762,0.0981067312319901,0.6492063492063491,0.6863636363636363,0.1701670976971145,0.6875,0.7047619047619047,0.1478322406587307,0.6984126984126984,0.6859405218025907,0.1326861415365375,0.6929133858267716,0.6026190476190476,0.1643278068919373,0.6,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,GradientBoosting,0.6790079365079366,0.1032920881770223,0.6626984126984128,0.7371625335654015,0.1341496079061186,0.722532912903562,0.6180812324929972,0.1054981171652076,0.6106194690265486,0.6290873015873016,0.1041614586755532,0.6074603174603175,0.6780952380952381,0.1912745174953629,0.6557377049180327,0.6484126984126984,0.1228390946917197,0.6349206349206349,0.6464526701368806,0.1236671762938694,0.6451612903225806,0.6097619047619047,0.1808715358248924,0.58,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,XGBoost,0.6776587301587302,0.0426969374855798,0.6726984126984127,0.7288614574984791,0.1021897720854607,0.6966909810817539,0.6596498599439776,0.0737068740172135,0.6548672566371682,0.6571031746031746,0.0414894948258229,0.643015873015873,0.6855769230769231,0.14749636441212,0.6714285714285714,0.7734920634920636,0.1506110841360988,0.746031746031746,0.7037695637695638,0.0894278613439635,0.706766917293233,0.5407142857142857,0.1857087911275091,0.54,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,NaiveBayes,0.6731349206349206,0.1039845800825091,0.5377777777777777,0.7543603980861703,0.0965758614700106,0.6279245093494539,0.589985994397759,0.1161135380815004,0.5752212389380531,0.6238492063492063,0.1047075075222368,0.5592063492063492,0.6909969257795344,0.188404435553666,0.6027397260273972,0.7317460317460317,0.2419997313891927,0.6984126984126984,0.6515824915824917,0.0919359390769885,0.6470588235294118,0.5159523809523809,0.3934811782559915,0.42,9.6,9.6,5.4258639865002145,4,6.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.263157894736842
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,RandomForest,0.6647619047619048,0.073078992731389,0.6577777777777778,0.7292047022699774,0.1074433039535477,0.7002817751819634,0.6093697478991598,0.0892917546152556,0.6017699115044248,0.6098412698412699,0.1046317734347159,0.6015873015873016,0.675128205128205,0.1606065462778003,0.6551724137931034,0.623015873015873,0.1322804231746074,0.6031746031746031,0.6316498316498316,0.1064867714047788,0.628099173553719,0.5966666666666667,0.2017699460056207,0.6,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
