fold,n_estimators,max_depth,learning_rate,subsample
1,100,1,0.07772235382026987,0.8730704498200098
2,75,1,0.026577711982616582,0.9534328396959711
3,100,1,0.06549750379683224,0.7822221241125097
4,25,2,0.010131844303624045,0.7757279060334521
5,100,1,0.06549750379683224,0.7822221241125097
