Metric,Value
ROC-AUC,0.7166466346153846
PR-AUC,0.796437275816829
Balanced Acc.,0.6508413461538461
Sensitivity,0.609375
Specificity,0.6923076923076923
PPV,0.7090909090909091
NPV,0.5901639344262295
Kappa,0.29686575990538144
