Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
XGBoost,0.6422,+0.1371,1.30e-02,5.84e-01,✓,✗
GradientBoosting,0.6973,+0.0820,4.73e-02,1.00e+00,✓,✗
LightGBM,0.6989,+0.0804,1.27e-01,1.00e+00,✗,✗
KNN,0.7023,+0.0770,4.74e-02,1.00e+00,✓,✗
SVM_Linear,0.7360,+0.0433,3.68e-01,1.00e+00,✗,✗
RandomForest,0.7413,+0.0380,2.87e-01,1.00e+00,✗,✗
ExtraTrees,0.7499,+0.0294,2.20e-01,1.00e+00,✗,✗
LogisticRegression,0.7528,+0.0265,4.40e-01,1.00e+00,✗,✗
SVM_RBF,0.7641,+0.0153,9.07e-01,1.00e+00,✗,✗
