model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_RBF,0.8125,0.03533751882681458,0.765079365079365,0.848908421123077,0.07681165823349152,0.823823126081703,0.7053221288515406,0.05039613884301948,0.6991150442477876,0.6997222222222222,0.05900909735090691,0.6847619047619048,0.7505298142717497,0.06120290307182747,0.75,0.7326814362108479,0.15239480551832768,0.6986301369863014,0.8434920634920635,0.17605342875321162,0.8095238095238095,113,5
ExtraTrees,0.7918253968253969,0.06793558076803902,0.7425396825396826,0.823575134635966,0.14348233803484522,0.752714439116676,0.7048459383753501,0.03866168808710263,0.6991150442477876,0.7030555555555555,0.03628156178936536,0.6971428571428572,0.7271957671957672,0.0627457013640659,0.7258064516129032,0.7432034632034632,0.09372165401070172,0.7377049180327869,0.7415873015873016,0.13576171082628644,0.7142857142857143,113,5
LogisticRegression,0.7792857142857142,0.04712468251020987,0.7682539682539682,0.8341191074382526,0.0838372365440471,0.8083378917009849,0.7199439775910366,0.08028755187084591,0.7079646017699115,0.7103174603174602,0.0626335811086137,0.7071428571428571,0.7299749373433584,0.10250566513908817,0.7317073170731707,0.7558333333333332,0.10787080750189607,0.75,0.7334920634920635,0.1642043353386753,0.7142857142857143,113,5
SVM_Linear,0.778095238095238,0.056814754700921434,0.7622222222222222,0.8268325339653677,0.08653247251142956,0.809528173447005,0.7254201680672269,0.05686533228097569,0.7168141592920354,0.723968253968254,0.05079154261498041,0.7088888888888889,0.7569267997580157,0.07060220276808027,0.7538461538461538,0.7455156608097784,0.12057695615721666,0.7313432835820896,0.8036507936507936,0.12997237918097138,0.7777777777777778,113,5
RandomForest,0.7603571428571428,0.05312192368043734,0.7409523809523809,0.7893417345872994,0.10562592132875463,0.7664801907572583,0.7165126050420169,0.08729572222742912,0.7079646017699115,0.716388888888889,0.07831383138014088,0.7071428571428571,0.7229629629629629,0.13304520813185083,0.7317073170731707,0.7435497835497836,0.13933116814184765,0.75,0.7325396825396825,0.19079998933030745,0.7142857142857143,113,5
NaiveBayes,0.7566666666666666,0.048665356840489664,0.6549206349206349,0.8183941072946306,0.04706501147024263,0.7128831215179545,0.5925070028011205,0.10445503596233927,0.584070796460177,0.5846428571428571,0.06239826691328703,0.5568253968253968,0.6798821548821549,0.09669940467367356,0.6802721088435374,0.635179643646463,0.1634184738888452,0.5952380952380952,0.8333333333333334,0.20487876571761973,0.7936507936507936,113,5
KNN,0.7449801587301587,0.06502833849373851,0.7061904761904761,0.7567384020430239,0.14107613893911639,0.7025365456103609,0.6797478991596639,0.0670808024047683,0.672566371681416,0.6796031746031745,0.03179718101631857,0.660952380952381,0.7209523809523809,0.08354937980747167,0.7218045112781954,0.7017156862745098,0.13627398081432102,0.6857142857142857,0.7934920634920635,0.15919804058143588,0.7619047619047619,113,5
GradientBoosting,0.7327777777777778,0.05979862486210986,0.7092063492063492,0.7579410256343889,0.12399811598814112,0.7263901570324591,0.6903221288515405,0.08174819881296742,0.6814159292035398,0.6775,0.06266193433507504,0.670952380952381,0.7222907607779688,0.1089755505802045,0.7272727272727273,0.6948323735088441,0.13199911064977907,0.6956521739130435,0.7723809523809523,0.1395764387800987,0.7619047619047619,113,5
LightGBM,0.6871825396825396,0.0859441362620111,0.6952380952380952,0.7437585454418777,0.1116815705872477,0.7409260957837476,0.6624649859943977,0.09998543428981127,0.6548672566371682,0.6536904761904762,0.09810673123199015,0.6492063492063491,0.6859405218025907,0.1326861415365375,0.6929133858267716,0.6863636363636363,0.17016709769711455,0.6875,0.7047619047619047,0.14783224065873077,0.6984126984126984,113,5
XGBoost,0.6776587301587302,0.04269693748557986,0.6726984126984127,0.7288614574984791,0.10218977208546075,0.6966909810817539,0.6596498599439776,0.07370687401721354,0.6548672566371682,0.6571031746031746,0.04148949482582295,0.643015873015873,0.7037695637695638,0.08942786134396356,0.706766917293233,0.6855769230769231,0.14749636441212,0.6714285714285714,0.7734920634920636,0.15061108413609886,0.746031746031746,113,5
