Model,Threshold,Net_Benefit
LogisticRegression,0.01,0.5510662177328844
LogisticRegression,0.02,0.5379382522239665
LogisticRegression,0.03,0.5332628425411932
LogisticRegression,0.04,0.5284900284900286
LogisticRegression,0.05,0.52361673414305
LogisticRegression,0.060000000000000005,0.5186397526823059
LogisticRegression,0.06999999999999999,0.513555739362191
LogisticRegression,0.08,0.508361204013378
LogisticRegression,0.09,0.5030525030525032
LogisticRegression,0.09999999999999999,0.49762583095916435
LogisticRegression,0.11,0.4920772111783348
LogisticRegression,0.12,0.48640248640248646
LogisticRegression,0.13,0.48059730818351515
LogisticRegression,0.14,0.4760484993043133
LogisticRegression,0.15000000000000002,0.47008547008547014
LogisticRegression,0.16,0.463980463980464
LogisticRegression,0.17,0.45772834929461437
LogisticRegression,0.18000000000000002,0.45132374400667086
LogisticRegression,0.19,0.44676585417326165
LogisticRegression,0.2,0.4401709401709402
LogisticRegression,0.21000000000000002,0.4334090663204588
LogisticRegression,0.22,0.4264738110891958
LogisticRegression,0.23,0.42191142191142195
LogisticRegression,0.24000000000000002,0.4147548358074674
LogisticRegression,0.25,0.40740740740740744
LogisticRegression,0.26,0.3998613998613999
LogisticRegression,0.27,0.39526987472192954
LogisticRegression,0.28,0.3874643874643875
LogisticRegression,0.29000000000000004,0.37943902732635126
LogisticRegression,0.3,0.3711843711843712
LogisticRegression,0.31,0.3665304100086709
LogisticRegression,0.32,0.3579688285570639
LogisticRegression,0.33,0.3491516775098865
LogisticRegression,0.34,0.3400673400673401
LogisticRegression,0.35000000000000003,0.31821170282708744
LogisticRegression,0.36000000000000004,0.3002136752136752
LogisticRegression,0.37,0.27838827838827834
LogisticRegression,0.38,0.26854149434794594
LogisticRegression,0.39,0.26383634580355886
LogisticRegression,0.4,0.25356125356125353
LogisticRegression,0.41000000000000003,0.22917572070114445
LogisticRegression,0.42000000000000004,0.21013852048334802
LogisticRegression,0.43,0.21007647323436807
LogisticRegression,0.44,0.19108669108669113
LogisticRegression,0.45,0.17016317016317017
LogisticRegression,0.46,0.13960113960113962
LogisticRegression,0.47000000000000003,0.13642960812772137
LogisticRegression,0.48000000000000004,0.0999342537804076
LogisticRegression,0.49,0.08831908831908836
LogisticRegression,0.5,0.051282051282051266
LogisticRegression,0.51,0.053898482469911024
LogisticRegression,0.52,0.0762108262108262
LogisticRegression,0.53,0.07346790325513729
LogisticRegression,0.54,0.07915273132664435
LogisticRegression,0.55,0.0769230769230769
LogisticRegression,0.56,0.06449106449106448
LogisticRegression,0.5700000000000001,0.05187835420393558
LogisticRegression,0.5800000000000001,0.039072039072039044
LogisticRegression,0.59,0.017510944340212636
LogisticRegression,0.6,0.025641025641025633
LogisticRegression,0.61,0.021257944334867385
LogisticRegression,0.62,0.008097165991902827
LogisticRegression,0.63,-0.01386001386001387
LogisticRegression,0.64,-0.003798670465337148
LogisticRegression,0.65,0.007326007326007314
LogisticRegression,0.66,-0.005530417295123186
LogisticRegression,0.67,-0.01864801864801867
LogisticRegression,0.68,-0.023504273504273518
LogisticRegression,0.6900000000000001,-0.01819685690653436
LogisticRegression,0.7000000000000001,0.017094017094017082
LogisticRegression,0.7100000000000001,0.014146772767462401
LogisticRegression,0.72,0.002442002442002461
LogisticRegression,0.73,-0.0009496676163342627
LogisticRegression,0.74,-0.004602235371466118
LogisticRegression,0.75,0.017094017094017096
LogisticRegression,0.76,0.014245014245014238
LogisticRegression,0.77,0.03976217019695281
LogisticRegression,0.78,0.02952602952602952
LogisticRegression,0.79,0.01912901912901912
LogisticRegression,0.8,0.017094017094017082
LogisticRegression,0.81,0.01484480431848851
LogisticRegression,0.8200000000000001,0.012345679012345658
LogisticRegression,0.8300000000000001,0.009552538964303643
LogisticRegression,0.8400000000000001,0.006410256410256374
LogisticRegression,0.85,-0.005698005698005694
LogisticRegression,0.86,-0.009768009768009768
LogisticRegression,0.87,0.042735042735042736
LogisticRegression,0.88,0.042735042735042736
LogisticRegression,0.89,0.042735042735042736
LogisticRegression,0.9,0.042735042735042736
LogisticRegression,0.91,0.017094017094017096
LogisticRegression,0.92,0.017094017094017096
LogisticRegression,0.93,0.017094017094017096
LogisticRegression,0.9400000000000001,0.017094017094017096
LogisticRegression,0.9500000000000001,0.0
LogisticRegression,0.9600000000000001,0.0
LogisticRegression,0.97,0.0
LogisticRegression,0.98,0.0
LogisticRegression,0.99,0.0
SVM_RBF,0.01,0.5510662177328844
SVM_RBF,0.02,0.546485260770975
SVM_RBF,0.03,0.5418098510882017
SVM_RBF,0.04,0.5370370370370371
SVM_RBF,0.05,0.5321637426900585
SVM_RBF,0.060000000000000005,0.5271867612293144
SVM_RBF,0.06999999999999999,0.5221027479091995
SVM_RBF,0.08,0.5169082125603865
SVM_RBF,0.09,0.5115995115995117
SVM_RBF,0.09999999999999999,0.5061728395061729
SVM_RBF,0.11,0.5006242197253433
SVM_RBF,0.12,0.494949494949495
SVM_RBF,0.13,0.48914431673052367
SVM_RBF,0.14,0.4832041343669251
SVM_RBF,0.15000000000000002,0.477124183006536
SVM_RBF,0.16,0.47089947089947093
SVM_RBF,0.17,0.464524765729585
SVM_RBF,0.18000000000000002,0.4579945799457995
SVM_RBF,0.19,0.45130315500685875
SVM_RBF,0.2,0.4444444444444445
SVM_RBF,0.21000000000000002,0.43741209563994377
SVM_RBF,0.22,0.4216524216524217
SVM_RBF,0.23,0.4142524142524143
SVM_RBF,0.24000000000000002,0.40935672514619886
SVM_RBF,0.25,0.4017094017094018
SVM_RBF,0.26,0.3938553938553939
SVM_RBF,0.27,0.3889474300433205
SVM_RBF,0.28,0.38414055080721754
SVM_RBF,0.29000000000000004,0.37089201877934264
SVM_RBF,0.3,0.36263736263736257
SVM_RBF,0.31,0.34559643255295425
SVM_RBF,0.32,0.3368526897938663
SVM_RBF,0.33,0.33205766041586937
SVM_RBF,0.34,0.32297332297332293
SVM_RBF,0.35000000000000003,0.31360946745562124
SVM_RBF,0.36000000000000004,0.3039529914529914
SVM_RBF,0.37,0.29046262379595716
SVM_RBF,0.38,0.27708850289495446
SVM_RBF,0.39,0.2693008266778758
SVM_RBF,0.4,0.2649572649572649
SVM_RBF,0.41000000000000003,0.25481674634217005
SVM_RBF,0.42000000000000004,0.2272325375773651
SVM_RBF,0.43,0.21427500374868802
SVM_RBF,0.44,0.20329670329670335
SVM_RBF,0.45,0.16627816627816633
SVM_RBF,0.46,0.14593225704336815
SVM_RBF,0.47000000000000003,0.12514110627318176
SVM_RBF,0.48000000000000004,0.1111111111111111
SVM_RBF,0.49,0.10675381263616562
SVM_RBF,0.5,0.10256410256410259
SVM_RBF,0.51,0.09523809523809523
SVM_RBF,0.52,0.053418803418803396
SVM_RBF,0.53,0.05728314238952534
SVM_RBF,0.54,0.05016722408026755
SVM_RBF,0.55,0.04463437796771122
SVM_RBF,0.56,0.048174048174048106
SVM_RBF,0.5700000000000001,0.03239912542238116
SVM_RBF,0.5800000000000001,0.02482702482702473
SVM_RBF,0.59,0.06608296852199294
SVM_RBF,0.6,0.047008547008547036
SVM_RBF,0.61,0.028709182555336415
SVM_RBF,0.62,0.014394961763382813
SVM_RBF,0.63,-0.008778008778008772
SVM_RBF,0.64,-0.017094017094017103
SVM_RBF,0.65,-0.040293040293040316
SVM_RBF,0.66,-0.047259929612870816
SVM_RBF,0.67,-0.001036001036001044
SVM_RBF,0.68,-0.0032051282051282146
SVM_RBF,0.6900000000000001,-0.005789909015715487
SVM_RBF,0.7000000000000001,-0.01709401709401711
SVM_RBF,0.7100000000000001,0.0008841732979663758
SVM_RBF,0.72,0.020757020757020756
SVM_RBF,0.73,0.011079455523899974
SVM_RBF,0.74,0.03418803418803419
