Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
GLSZM_ZoneSizeVariance,29,0.725,True
GLRLM_LongRunLowGreyLevelEmphasis,26,0.65,True
Morph_Compacity,24,0.6,True
GLSZM_LargeZoneHighGreyLevelEmphasis,24,0.6,True
GLRLM_RunLengthNonUniformity,18,0.45,True
GLSZM_LargeZoneEmphasis,18,0.45,True
GLSZM_GreyLevelNonUniformity,18,0.45,True
GLSZM_LargeZoneLowGreyLevelEmphasis,18,0.45,True
GLSZM_ZoneSizeNonUniformity,16,0.4,True
Morph_SphericalDisproportion,13,0.325,False
Morph_Asphericity,13,0.325,False
IH_MaximumHistogramGradient_Intensity,7,0.175,False
Morph_Volume_cm3,6,0.15,False
GLCM_ClusterProminence,6,0.15,False
Morph_Sphericity,5,0.125,False
NGTDM_Busyness,3,0.075,False
GLSZM_GreyLevelVariance,3,0.075,False
Morph_ApproximateVolume_cm3,3,0.075,False
Morph_voxelsCounting_vx,3,0.075,False
GLRLM_LowGreyLevelRunEmphasis,3,0.075,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,2,0.05,False
GLCM_JointVariance,2,0.05,False
GLRLM_GreyLevelNonUniformity,2,0.05,False
GLSZM_NormalisedGreyLevelNonUniformity,2,0.05,False
Morph_Compactness1,2,0.05,False
GLCM_ClusterTendency,1,0.025,False
GLSZM_SmallZoneHighGreyLevelEmphasis,1,0.025,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.025,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.025,False
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.025,False
IB_IntensitySkewness,1,0.025,False
IH_IntensityHistogramSkewness_Intensity,1,0.025,False
GLCM_ClusterShade,1,0.025,False
IB_IntensityBasedEnergy,1,0.025,False
NGTDM_Contrast,1,0.025,False
