Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
ExtraTrees,GradientBoosting,0.7041420118343196,0.6106508875739645,0.09349112426035511,2.8330617065448993,0.004610448509612338,✓,✓,0.2074701829325552,✗
RandomForest,GradientBoosting,0.6920118343195267,0.6106508875739645,0.08136094674556227,2.5131968057130556,0.011964256992340303,✓,✗,0.5383915646553137,✗
LogisticRegression,NaiveBayes,0.6967455621301775,0.5933431952662722,0.10340236686390525,2.4933041749436584,0.01265603741400057,✓,✗,0.5695216836300256,✗
SVM_RBF,GradientBoosting,0.7065088757396449,0.6106508875739645,0.09585798816568047,2.475238547266335,0.013314720990715517,✓,✗,0.5991624445821983,✗
ExtraTrees,NaiveBayes,0.7041420118343196,0.5933431952662722,0.11079881656804735,2.395462551682435,0.01659940978559064,✓,✗,0.7469734403515788,✗
LogisticRegression,GradientBoosting,0.6967455621301775,0.6106508875739645,0.086094674556213,2.3951570340507278,0.016613248383737438,✓,✗,0.7475961772681847,✗
SVM_RBF,NaiveBayes,0.7065088757396449,0.5933431952662722,0.11316568047337272,2.3328563534067723,0.01965568581103082,✓,✗,0.884505861496387,✗
SVM_Linear,NaiveBayes,0.6804733727810652,0.5933431952662722,0.08713017751479302,1.9951091849393698,0.04603097281775404,✓,✗,1.0,✗
RandomForest,NaiveBayes,0.6920118343195267,0.5933431952662722,0.09866863905325451,1.991986702594261,0.04637251689542838,✓,✗,1.0,✗
XGBoost,GradientBoosting,0.6849112426035504,0.6106508875739645,0.07426035502958594,1.9459157767814055,0.05166485748229396,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.7041420118343196,0.6198224852071006,0.08431952662721898,1.8655575618570643,0.06210329174224196,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.6804733727810652,0.6106508875739645,0.06982248520710077,1.8615413722378966,0.06266776379668271,✗,✗,1.0,✗
XGBoost,LightGBM,0.6849112426035504,0.6198224852071006,0.06508875739644981,1.7300060621475002,0.08362919213778904,✗,✗,1.0,✗
LightGBM,RandomForest,0.6198224852071006,0.6920118343195267,-0.07218934911242614,-1.6809524146393298,0.09277215781160209,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7065088757396449,0.6198224852071006,0.08668639053254434,1.668472607020383,0.09522194536792916,✗,✗,1.0,✗
XGBoost,NaiveBayes,0.6849112426035504,0.5933431952662722,0.09156804733727819,1.6149835648056008,0.10631425406705376,✗,✗,1.0,✗
KNN,GradientBoosting,0.6714497041420118,0.6106508875739645,0.06079881656804731,1.5302982921098776,0.1259429108479149,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6967455621301775,0.6198224852071006,0.07692307692307687,1.5280205012449055,0.1265074479120756,✗,✗,1.0,✗
