fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6993464052287581,0.7740249129955012,0.6923076923076923,0.6601307189542484,0.7647058823529411,0.7647058823529411,0.7647058823529411,10
2,0.475,0.6815919701213818,0.5555555555555556,0.575,0.5,0.6666666666666666,0.4,18
3,0.6596638655462186,0.7713302031814143,0.6129032258064516,0.615546218487395,0.625,0.6666666666666666,0.5882352941176471,6
4,0.4558823529411765,0.6746085757101745,0.4482758620689655,0.41911764705882354,0.5555555555555556,0.5263157894736842,0.5882352941176471,6
5,0.6666666666666665,0.6464646464646464,0.5,0.5555555555555556,0.4,0.2857142857142857,0.6666666666666666,12
