fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,100,8,0.1581082135400477,0.6687764050930377,0.90811237436292,2.9286247167445077e-06,7.679583254810248e-05
2,300,8,0.2027848972867164,0.7438031375747609,0.7994294729378736,1.5601289828756666e-05,1.152688441528122e-05
3,100,3,0.011648420257877943,0.8021725718543157,0.6881262271486814,0.0021639569109615053,0.004671720805549375
4,100,3,0.011648420257877943,0.8021725718543157,0.6881262271486814,0.0021639569109615053,0.004671720805549375
5,250,2,0.07071028380485812,0.9565287817249056,0.6046010610585948,4.655367559816149e-07,9.449134137745608e-08
